supConstruida,terreno,title,valorCLP,valorUF,x,y
63,74,Lo Fontecilla/Clinica Las Condes / Avda Las Condes,650000,23,-33.38325,-70.53112
78,94,"SAN FRANCISCO DE ASIS, 2D/2B, 1 estacionamiento",650000,23,-33.38871,-70.50035
45,55,KENNEDY/MANQUEHUE 5900,650000,23,-33.40003,-70.57030
45,45,MALAGA - DEPARTAMENTO MODERNO CONSTRUIDO,650000,23,-33.41560,-70.58720
67,78,cerca metro de manquehue,650000,23,-33.41094,-70.56601
63,74,Lo Fontecilla /Las COndes / Clinica Las Condes/Estoril,650000,23,-33.38325,-70.53112
75,81,Alonso de Cordova y Presidente Riesco,650000,23,-33.40601,-70.57838
63,78,"Metro Manquehue, La Capitania / Apoquindo",650000,23,-33.41061,-70.57166
63,78,Apoquindo-La Capitania,650000,23,-33.41080,-70.57190
75,80,"Departamento amoblado, Las Condes",650000,23,-33.36760,-70.49950
78,85,Colon / Metro Hernando de Magallanes,650000,23,-33.41623,-70.56112
100,103,Las Malvas,650000,23,-33.41144,-70.57095
63,78,"Metro Manquehue, La Capitania / Apoquindo",650000,23,-33.41061,-70.57166
100,100,ROTONDA ATENAS,650000,23,-33.41828,-70.55476
60,70,METRO LOS DOMINICOS,650000,23,-33.40982,-70.54576
130,142,Av. Apoquindo / Metro Los Dominicos,650000,23,-33.40766,-70.54696
42,51,HAMLET / LAS TORCAZAS,642929,23,-33.41280,-70.58860
49,49,EL GOLF- FCO DE ASIS  VISTA PANORAMICA PASOS METRO,650000,23,-33.41254,-70.59117
64,70,Mall Sport / Fray Montalva,642929,23,-33.37103,-70.50973
40,50,"Metro Alcántara, calle Hamlet intersección calle Las Torcazas",642929,23,-33.41265,-70.58844
50,50,EL GOLF- UBICACION PRIVILEGIADA  ACOGEDOR VISTAS  PASOS  METRO,650000,23,-33.41299,-70.59109
45,49,Escuela Militar,642929,23,-33.41260,-70.58840
48,48,Hamlet a 3 cuadras del metro,642929,23,-33.41263,-70.58841
40,50,Metro Escuela Militar / Amoblado,642929,23,-33.41265,-70.58844
64,75,Latadia 0,642929,23,-33.42878,-70.57609
65,76,MARTIN DE ZAMORA / TOLEDO,642929,23,-33.42340,-70.58880
67,70,Metro Manquehue,642929,23,-33.40748,-70.56568
45,95,HAMLET / LAS TORCAZAS,642929,23,-33.41265,-70.58844
54,68,METRO LOS DOMINICOS NUEVO!,642929,23,-33.40869,-70.54924
70,75,VASCO DE GAMA 4610,640000,22,-33.42370,-70.57570
40,50,Hamlet / Torcazas,642929,23,-33.41260,-70.58840
57,67,Leonardo Da Vinci 7000,640000,22,-33.40662,-70.55642
60,66,HAMLET CON LAS TORCAZAS,642929,23,-33.41260,-70.58840
40,44,METRO ALCÁNTARA / RESIDENCIAL / ENTORNO ARBÓREO,640000,22,-33.41255,-70.58843
42,49,Noruega - Carlos XII - Metro Manquehue,640000,22,-33.40706,-70.56496
40,50,DPTO. AMOBLADO /TAVELLI / LAS CONDES,620000,22,-33.40582,-70.55741
65,72,Escandinavia 152,640000,22,-33.40714,-70.56670
91,101,Cuarto Centenario,640000,22,-33.42750,-70.54340
80,85,Sanchez Fontecilla/Metro Colón,640000,22,-33.42510,-70.59140
64,67,Escandinavia,640000,22,-33.40580,-70.56690
94,94,Las Condes,650000,23,-33.38920,-70.54080
48,52,EL GOLF - ALSACIA 151  EXCELENTE UBICACION y CONECTIVIDAD - METRO ALCANTARA,650000,23,-33.41304,-70.58968
60,65,Estadio Español - La Gloria,650000,23,-33.41030,-70.57670
68,77,Rafael Sanzio,650000,23,-33.40330,-70.55510
73,78,"2 Dormit., 2 Baños, Estac., Bodega, Colón con Vespucio",650000,23,-33.42343,-70.58070
71,75,apoquindo / chesterton,650000,23,-33.40808,-70.55080
50,60,Metro Escuela Militar,650000,23,-33.41270,-70.58560
50,60,Metro Escuela Millitar,650000,23,-33.41020,-70.58640
110,115,COLON / IV CENTENARIO,650000,23,-33.41690,-70.55550
70,70,METRO MANQUEHUE,650000,23,-33.40650,-70.56620
70,70,CERRO EL PLOMO /METRO MANQUEHUE,650000,23,-33.40300,-70.56360
90,90,Hamlet / Las Torcazas,650000,23,-33.41200,-70.58678
65,73,Metro Hdo.de Magallanes,650000,23,-33.40653,-70.55888
90,90,"Av. Cristobal Colon 5444, Las Condes",650000,23,-33.41772,-70.57005
76,80,Las condes,650000,23,-33.40880,-70.56710
50,50,EL GOLF  EXCELENTE - PASOS METRO,650000,23,-33.41172,-70.59072
70,78,"El Golf, Las Condes",650000,23,-33.41539,-70.60194
65,65,Augusto Leguía Norte / Pdte. Riesco,650000,23,-33.41296,-70.59737
86,90,Rotonda Atenas - Rotonda Atenas,650000,23,-33.41760,-70.55630
72,80,Escandinavia 372,650000,23,-33.40518,-70.56688
45,54,SECTOR MANQUEHUE SUR / ROSARIO SUR,650000,23,-33.41200,-70.56660
60,60,la gloria / apoquindo,650000,23,-33.41084,-70.57640
120,120,Cristóbal Colón,650000,23,-33.41793,-70.57190
65,73,FRENTE METRO HERNANDO DE MAGALLANES - ENTRE APOQUINDO Y AV. LAS CONDES,620000,22,-33.40673,-70.56001
55,55,EBRO,620000,22,-33.41580,-70.60260
65,75,AV. LAS CONDES CON FRAY ANGÉLICO,620000,22,-33.40460,-70.55660
77,85,Av. Américo Vespucio Sur con Martín de Zamora,620000,22,-33.42079,-70.58055
90,90,METRO ALCÁNTARA / LAS TORCAZAS. IMPECABLE!!,620000,22,-33.41463,-70.58947
65,72,Hamlet 4340 - Departamento 333,620000,22,-33.41168,-70.58687
100,108,Martín de Zamora  / La Reconquista,620000,22,-33.41616,-70.56973
85,95,METRO MANQUEHUE- SECTOR LOS MILITARES,610000,22,-33.40705,-70.57393
70,75,Escuela Militar / Hamlet,620000,22,-33.41170,-70.58690
70,70,Cómodo depto de 2 hab en el Golf!! a pasos de Plaza Perú,620000,22,-33.41552,-70.60016
70,70,ESTORIL / AVDA LAS CONDES,620000,22,-33.38457,-70.53288
73,83,Alonso de Camargo con Cristobal Colón,620000,22,-33.42048,-70.53797
63,80,Av. Colón/Mariano Sánchez Fontecilla-Metro Cristóbal Colón,620000,22,-33.42506,-70.59142
36,41,METRO Escuela Militar // Calle Los Militares,620000,22,-33.41219,-70.58181
80,80,El Bosque / Don Carlos,620000,22,-33.41590,-70.59981
70,70,ESTORIL / AVDA LAS CONDES,620000,22,-33.38457,-70.53288
75,75,Cerro Colorado  6020,620000,22,-33.40054,-70.57162
65,65,Warren Smith,620000,22,-33.40950,-70.57560
70,70,Sector Metro Escuela Militar- Amoblado!!,620000,22,-33.41300,-70.58646
64,64,Augusto Leguía Sur 98,620000,22,-33.41780,-70.59670
70,78,Amoblado - Entrega Inmediata- Escuela Militar.,620000,22,-33.41168,-70.58687
55,55,4613267 - San Francisco de Asis / Alsaci,620000,22,-33.41260,-70.59130
90,90,LA CABAÑA / LAS CONDES,620000,22,-33.40680,-70.56060
65,65,++ METRO ALCANTARA++ LAS TORCAZAS,620000,22,-33.41460,-70.58950
52,60,Alsacia  180,620000,22,-33.41290,-70.59003
54,58,Metro Alcantara,620000,22,-33.41212,-70.58854
75,75,Fray Angelico 66,620000,22,-33.40445,-70.55582
45,55,El Golf,620000,22,-33.40754,-70.58011
68,68,La Gloria/Apoquindo,620000,22,-33.41049,-70.57590
65,72,Cerro Tronador / Cerrro Colorado,620000,22,-33.40102,-70.57414
65,77,Cantagallo / Las Condes,623361,22,-33.37197,-70.51534
65,75,Av. Pdte. Riesco/ Los Militares/Alonso de Córdova,620000,22,-33.40778,-70.57858
55,55,San Francisco de Asis / Alsacia,620000,22,-33.41231,-70.59109
45,51,ALSACIA - EL GOLF  PASOS  ISIDORA GOYENECHEA - METRO,620000,22,-33.41267,-70.58984
60,60,Metro el Golf,620000,22,-33.41479,-70.59903
50,53,Agusto.Leguia.sur / Napoleón,620000,22,-33.41776,-70.59674
95,95,Colon / Mar del Sur,620000,22,-33.41820,-70.56921
74,80,Del Inca / Américo Vespucio,620000,22,-33.41810,-70.58220
86,90,Cómodo y luminoso departamento cercano a mall Alto Las Condes / Hospital Fach/ Plaza los Dominicos,620000,22,-33.39781,-70.54209
86,94,Cómodo y luminoso departamento cercano a mall Alto Las Condes / Hospital Fach/ Plaza los Dominicos,620000,22,-33.39781,-70.54209
70,83,metro escuela militar,620000,22,-33.41390,-70.58717
40,51,Hamlet  / Torcazas / Metro Alcántara,621405,22,-33.41265,-70.58844
80,87,LOS MILITARES - LA GLORIA,619000,22,-33.40868,-70.57685
45,50,San Francisco de Asís / Av. Pdte Riesco 0,620000,22,-33.41287,-70.59106
100,100,MAR DEL SUR - MARTIN ALONSO PINZON,620000,22,-33.41970,-70.56870
70,78,Amoblado - Entrega Inmediata- Escuela Militar.,620000,22,-33.41168,-70.58687
70,78,Amoblado - Escuela Militar- Vista Panorámica- Entrega Inmediata,620000,22,-33.41225,-70.58666
42,52,"SIN MUEBLES  en PRIVILEGIADO Barrio, Incluye ESTACIONAMIENTO, Gasto común BAJO!",630000,22,-33.41326,-70.58981
85,170,METRO MANQUEHUE- NEVERIA - ESTADIO ESPAÑOL,610000,22,-33.41245,-70.57435
50,65,LOFT AMOBLADO METRO TOBALABA / DISPONIBILIDAD INMEDIATA,630000,22,-33.41674,-70.60304
40,50,MALL ALTO LAS CONDES / EXCLUSIVO / ALTA CONECTIVIDAD,630000,22,-33.38870,-70.54022
58,73,Iglesia Santa Maria / Las Condes,630000,22,-33.38840,-70.54002
87,94,SEBASTIÁN EL CANO / CRISTÓBAL COLÓN,630000,22,-33.41687,-70.56855
83,96,***LA GLORIA/METRO / AMPLIO / IMPECABLE / LUMINOSO / DESOCUPADO***,630000,22,-33.41084,-70.57640
70,90,PADRE HURTADO/ ALONSO CAMARGO,630000,22,-33.42020,-70.53900
75,80,Padre Hurtado Sur 1861,630000,22,-33.42615,-70.53911
50,101,"Las Verbenas 8055, Las Condes",630000,22,-33.39884,-70.55311
65,70,Los Trigales 0,630000,22,-33.40032,-70.55613
83,96,***LA GLORIA/METRO / AMPLIO / IMPECABLE / LUMINOSO / DESOCUPADO***,630000,22,-33.41084,-70.57640
83,96,***LA GLORIA/METRO / AMPLIO / IMPECABLE / LUMINOSO / DESOCUPADO***,630000,22,-33.41084,-70.57640
50,65,Loft amoblado en sector Metro Tobalaba - Encomenderos,630000,22,-33.41674,-70.60304
90,90,Avenida Américo Vespucio Sur 981,630000,22,-33.42307,-70.58014
85,85,(ADM) Avenida Las Condes 14181 - Departamento 403,630000,22,-33.36744,-70.49972
58,73,Cercano Alto Las Condes - Zona Privilegiada,630000,22,-33.39288,-70.54346
110,120,Martín Alonso Pinzón - Felix de Amesti,630000,22,-33.41690,-70.56210
50,55,Metro Alcantara,620000,22,-33.41292,-70.59100
70,76,"LOS TRIGALES, las tranqueras",620000,22,-33.39980,-70.55573
70,76,"LOS TRIGALES, las tranqueras",620000,22,-33.39980,-70.55573
70,76,"LOS TRIGALES, las tranqueras",620000,22,-33.39980,-70.55573
50,55,El Golf . METRO ALCANTARA - Alsacia - Tranquilo,620000,22,-33.41319,-70.59109
44,44,EL GOLF - METRO ESCUELA MILITAR,600000,22,-33.41359,-70.58583
60,66,Hamlet - metro Alcántara,620000,22,-33.41254,-70.58813
100,116,Colon Manquehue,650000,23,-33.41820,-70.56420
70,70,"Penthouse Los Militares / La Castellana Norte, cercano  Metro Escuela Militar",650000,23,-33.41011,-70.57823
62,68,FELIX DE AMESTI /  MARTIN DE ZAMORA,650000,23,-33.42111,-70.57748
85,85,Padre Hurtado Sur / Alonso de Camargo / Mall Plaza Los Domínicos,650000,23,-33.42016,-70.53899
65,70,Homs,650000,23,-33.40630,-70.55850
83,83,Avenida las condes/ Charles hamilton,650000,23,-33.38928,-70.54058
40,80,Málaga 79,650000,23,-33.41562,-70.58724
76,6,Homs,650000,23,-33.40690,-70.55920
90,90,Napoleón 3355,650000,23,-33.41779,-70.59479
37,46,Avenida Apoquindo - 1 Dormitorio,650000,23,-33.40800,-70.54910
70,70,Rosario Norte / Cerro El Plomo,650000,23,-33.40559,-70.57257
94,110,La Gloria 27,650000,23,-33.41049,-70.57590
50,50,Hamlet / Las Torcazas,640000,23,-33.41250,-70.59060
50,50,Hamlet,640000,23,-33.41276,-70.58920
50,50,Hamlet / Las Torcazas,640000,23,-33.41255,-70.58843
87,87,ROTONDA ATENAS / COLON,645000,23,-33.41937,-70.55765
60,66,Metro Alcántara - Hamlet,640000,23,-33.41274,-70.58846
105,117,Diego de Deza / Martín Alonso de Pinzón,649917,23,-33.41959,-70.56810
45,51,Metro Alcantara,640000,23,-33.41329,-70.58880
60,65,Cerro Colorado - Parque Araucano,640000,23,-33.40121,-70.57337
76,90,Tomás Moros / Rotonda Atenas,640000,23,-33.41905,-70.55331
50,55,EL GOLF / METRO ALCÁNTARA,630000,23,-33.41367,-70.58999
60,70,Las Verbenas 8669,600000,22,-33.39488,-70.54824
44,47,METRO ESCUELA MILITAR - NEW,600000,22,-33.41370,-70.58647
48,56,LUJOSO - MARRIOTT - NEW,600000,22,-33.39964,-70.57197
50,55,Cerro Colorado frente a Parque Araucano,640000,23,-33.40121,-70.57299
50,62,Espléndido Depto Amoblado - Sector Nueva Las Condes - Escuela Militar- Manquehue - Entrega Inmediata,609900,22,-33.40925,-70.57676
50,62,Espléndido Depto Amoblado - Sector Nueva Las Condes - Escuela Militar- Manquehue - Entrega Inmediata,609900,22,-33.40925,-70.57676
67,70,Metro Manquehue,614975,22,-33.40748,-70.56568
50,58,EL GOLF / METRO / NEW,590000,22,-33.41357,-70.58812
98,110,Av. Manquehue Sur / Av. Cristobal Colon,615000,22,-33.41724,-70.56400
95,120,Callao / Sanches Fontesilla,614975,22,-33.41974,-70.59780
70,70,Fray Montalva  / Las Condes,614975,22,-33.37103,-70.50973
83,90,Cercano a Colón  y Robinson Crusoe,614975,22,-33.42163,-70.55685
70,70,kennedy,614975,22,-33.37811,-70.52844
76,80,Departamento Sector Cristobal Colon - Manquehue Sur,614975,22,-33.41701,-70.56296
45,50,Escuela Militar,614975,22,-33.41350,-70.58760
67,72,IMPECABLE!!    AV. KENNEDY / GERÓNIMO DE ALDERETE,614975,22,-33.39624,-70.56363
50,55,El Golf - Alsacia - Metro Alcantara,600000,22,-33.41298,-70.58943
73,80,Hernando de Magallanes / Colón,614975,22,-33.41620,-70.56110
83,83,LAS TRINITARIAS/ LAS CLARISAS,610000,21,-33.40483,-70.55917
76,80,"Los Militares 4717, Las Condes",610000,21,-33.41180,-70.58036
40,50,Expats - 1 Dorm Amoblado - El Golf - Hamlet - Metro Escuela Militar,610000,21,-33.41260,-70.58839
70,75,Los Militares,610000,21,-33.40730,-70.57450
70,76,El Director 5813 - Departamento 65,610000,21,-33.41310,-70.56707
55,55,El Golf - Isidora Goyenechea,620000,22,-33.41302,-70.59236
42,49,Noruega - Carlos XII - Metro Manquehue,640000,22,-33.40706,-70.56496
40,40,"SECTOR NORUEGA, METRO MANQUEHUE",600000,21,-33.40706,-70.56496
45,45,El Golf,600000,21,-33.41700,-70.60105
68,81,San Sebastián 2333,630000,22,-33.41739,-70.60261
40,46,METRO TOBALABA - DEPARTAMENTO AMOBLADO,630000,22,-33.41933,-70.60145
48,55,El Golf - Golf Los Leones,630000,22,-33.41159,-70.58943
70,78,HERMOSO DPTO CON VISTA DESPEJADA,635000,22,-33.42962,-70.57545
54,54,Cerro Colorado,630000,22,-33.40270,-70.57660
65,65,Estilo MARIPOSA Grande / Sector Noruega,630000,22,-33.40689,-70.56504
58,58,El Golf,630000,22,-33.41509,-70.60041
62,69,Los Trigales,630000,22,-33.40255,-70.55641
60,60,San Sebastián 2711,630000,22,-33.41643,-70.60203
59,74,"SECTOR NORUEGA, METRO MANQUEHUE",630000,22,-33.40723,-70.56512
53,58,El Golf,630000,22,-33.41391,-70.58911
65,75,Depto en Alonso de Cordova/ cerro el Plomo,630000,22,-33.40639,-70.57548
60,70,Metro Hernando de Magallanes / Av. Las C,630000,22,-33.40750,-70.55960
65,75,Dpto Amoblado/Metro Manquehue,630000,22,-33.40768,-70.56639
72,90,MARTÍN de ZAMORA // Los Alpes,630000,22,-33.41530,-70.56120
70,80,Tiziano 267 - Departamento 21,631747,22,-33.40530,-70.55362
58,73,Las Condes / Iglesia Santa María,630000,22,-33.38840,-70.54000
70,75,Las Tranqueras/ Las Condes,630000,22,-33.40002,-70.55569
90,100,Av. Apoquindo - Metro Hernando de Magallanes,630000,22,-33.40826,-70.55940
62,74,Parque Araucano,630000,22,-33.40610,-70.57897
70,72,"PLaza Peru, El Golf",630000,22,-33.41322,-70.59904
55,64,METRO HERNANDO DE MAGALLANES - LINDO DEPARTANMENTO,600000,21,-33.40582,-70.55741
42,42,El Golf - Malaga NUEVO 1D,600000,21,-33.41738,-70.58608
55,115,Las Torcazas 19,630000,22,-33.41479,-70.58908
84,89,MALL SPORT,600000,21,-33.37060,-70.50450
78,89,Napoleón / Augusto Leguia,607987,21,-33.41821,-70.59705
47,47,Avenida las Condes 12587,600000,21,-33.37197,-70.51534
75,80,La Cabaña / Av. Las Condes,600000,21,-33.37161,-70.51273
120,132,La Castellana Norte 44,600000,21,-33.41128,-70.57733
45,45,Metro Alcantara,600000,21,-33.41620,-70.58880
43,50,EL GOLF - ISIDORA GOYENECHEA  PASOS METRO ALCANTARA,600000,21,-33.41276,-70.59098
65,103,Av.Apoquindo  / Talaveras de la Reina,600000,21,-33.40864,-70.55007
50,58,EL GOLF / NEW / LUJOSO / METROS,590000,21,-33.41357,-70.58812
45,50,Metro Alcántara / El Golf,600000,21,-33.41621,-70.58882
50,62,Espléndido Depto Amoblado - Sector Nueva Las Condes - Escuela Militar- Manquehue - Entrega Inmediata,600000,21,-33.40925,-70.57676
40,44,METRO ALCÁNTARA / TRANQUILO / BARRIO,600000,21,-33.41255,-70.58877
120,132,La Castellana Norte 44,600000,21,-33.41128,-70.57733
90,96,Americo Vespucio Sur / Neveria,600000,21,-33.41630,-70.58330
50,62,Espléndido Depto Amoblado - Sector Nueva Las Condes - Escuela Militar- Manquehue - Entrega Inmediata,600000,21,-33.40925,-70.57676
32,35,LOS MILITARES CON BALMORAL,600000,21,-33.40540,-70.57000
70,82,Alcántara Excelente,600000,21,-33.43121,-70.58129
55,58,APOQUINDO LINEA 1 / METRO MANQUEHUE,600000,21,-33.41082,-70.57636
100,110,Metro El Golf / El Regidor Municipalidad,680000,24,-33.41601,-70.59713
65,75,Metro Tobalaba/Metro El Golf/Pdte. Riesc,700000,25,-33.41080,-70.60170
70,82,Av. Las Condes / Las Tranqueras,698836,25,-33.40123,-70.55542
50,58,EL GOLF / CALLAO / NEW,720000,26,-33.41661,-70.59031
100,104,Sector Parque Arauco- Alonso de cordova- Las condes,700000,25,-33.40198,-70.57436
100,109,WARREN SMITH 00 - Departamento 00,720000,25,-33.40988,-70.57548
50,58,EL GOLF / CALLAO / NEW,690000,25,-33.41663,-70.59027
88,98,Warren Smith,720000,25,-33.40973,-70.57499
39,46,EL GOLF -   AMOBLADO METRO,720000,25,-33.41615,-70.58720
80,85,Av. Las Condes / Sector Club Palestino,700000,25,-33.38928,-70.54058
130,150,Avenida Américo Vespucio Sur 981,750000,26,-33.42307,-70.58014
110,120,Manquehue Sur / Alonso de Camargo,750000,26,-33.40033,-70.50269
70,75,callao / el golf,750000,27,-33.41890,-70.59867
170,170,Lindo y amplio depto en Barrio El Golf,750000,26,-33.41818,-70.59766
77,80,Vespucio Sur / Latadia,745000,26,-33.42921,-70.57529
100,100,Alsacia / San Fco. de Asis,750000,26,-33.41267,-70.58984
120,120,Hermanos Cabot / Estrella del Norte,750000,27,-33.39342,-70.55474
90,105,1 cuadra Metro Alcantara,750000,27,-33.41648,-70.58779
90,94,Manquehue sur/Metro Manquehue,750000,27,-33.41580,-70.56480
72,78,Las Tranqueras/Kennedy,750000,27,-33.39530,-70.55400
70,89,Cerro Colorado 6028 - Departamento 805,750000,27,-33.40068,-70.57157
76,176,Las Condes 9500 - Departamento 1612,750000,27,-33.40033,-70.50269
121,146,SEBASTIÀN EL CANO-MARTÌN DE ZAMORA,760000,27,-33.42060,-70.57840
75,85,METRO APUMANQUE - MANQUEHUE - MILITARES,750000,27,-33.40681,-70.56678
34,38,"Metro Escuela Militar, Barrio El Golf",750000,27,-33.41352,-70.58622
132,144,Alcántara - 2 Dormitorios,760000,27,-33.42530,-70.58540
39,49,CERRO COLORADO / PARQUE ARAUCO / HERMOSA VISTA,750000,27,-33.40076,-70.57156
68,70,DUPLEX / LOFT - EL GOLF ! MINIMALISTA,750000,27,-33.41353,-70.59844
75,85,FULL AMOBLADO Y EQUIPADO - LOS MILITARES ROSARIO NORTE,750000,27,-33.40861,-70.57710
65,75,CERRO COLORADO /  PARQUE ARAUCO,750000,27,-33.40032,-70.57200
78,83,EL DANTE  / PDTE RIESCO,750000,27,-33.41136,-70.58707
140,172,Sector Fleming/ Isabel La Católica,760613,27,-33.42515,-70.55942
70,76,"LOS TRIGALES, las tranqueras",750000,27,-33.39980,-70.55573
120,120,Kennedy,760613,27,-33.39340,-70.55450
120,120,Estrella Norte / Hermanos Cabot,750000,27,-33.39275,-70.55451
150,150,Alcántara/ Av.Colón /Villa María /Metro,750000,27,-33.42465,-70.58612
55,61,Metro Alcantara - Las Torcazas - Amoblado,750000,27,-33.41479,-70.58908
90,90,Flor de Azucenas / Av. Apoquindo,750000,27,-33.40831,-70.57339
80,80,El Golf,750000,27,-33.41213,-70.58882
70,80,El Golf,750000,27,-33.41214,-70.58617
75,85,LAS TORCAZAS  / HAMLET,750000,27,-33.41402,-70.58913
85,94,César Cascabel 4387 - Departamento 142,760000,27,-33.42266,-70.58066
68,85,Apoquindo metro Alcantara,754742,27,-33.41540,-70.58907
90,99,San Jose De la Sierra / Las Condes,754742,27,-33.37113,-70.50372
70,73,Warren Smith/Metro Esc. Militar/Metro Ma,750000,27,-33.40970,-70.57440
40,50,Arriendo BERSA. Cerro Colorado. Parque Araucano. 6000,754742,27,-33.40079,-70.57182
80,80,Apoquindo/Nevería,754742,27,-33.41230,-70.57520
80,100,CLÍNICA LAS CONDES,754742,27,-33.38789,-70.52876
90,100,Estadio Español/ Neveria,754742,27,-33.41480,-70.57690
80,100,CLÍNICA LAS CONDES,754742,27,-33.38789,-70.52876
130,130,Martin de zamora/Felix de Amesti,750000,27,-33.42094,-70.57701
45,47,Av. Apoquindo con Americo Vespucio,750000,26,-33.41360,-70.58610
82,97,Las Torcazas/ Apoquindo,750000,26,-33.41470,-70.58940
70,77,Los Militares / Warren Smith,750000,26,-33.40834,-70.57618
70,150,LA CAPITANIA // MANQUEHUE,750000,26,-33.41601,-70.56684
120,135,ISIDORA GOYENECHEA/ LUZ,750000,26,-33.41365,-70.60245
90,90,Manquehue Sur - Martin de Zamora,750000,26,-33.41484,-70.56546
80,90,AV. KENNEDY-  PARQUE ARAUCANO - FULL EQUIPADO AMOBLADO MODERNO,750000,26,-33.39865,-70.57277
140,140,Manquehue Sur,750000,26,-33.41570,-70.56460
95,102,"Apoquindo, Warren Smith, PISO 18, VISTA AL NORTE DESPEJADA, EXCELENTE DEPARTAMENTO",750000,26,-33.40973,-70.57499
78,98,NAPOLEON / SAN CRESCENTE - A PASOS DE METRO EL GOLF,750000,26,-33.41726,-70.59533
90,108,"2 dorm, escritorio, servicios, 2 estacio",750000,26,-33.41060,-70.57610
80,80,Domingo Bondi,750000,26,-33.41670,-70.56880
100,114,Los Militares 4915,750000,26,-33.41006,-70.57832
116,116,PADRE HURTADO / FLEMING / VISVIRI,750000,26,-33.42323,-70.54002
102,106,MALAGA / PRESIDENTE ERRAZURIZ - ESPECTACULAR DEPARTAMENTO REMODELADO,750000,26,-33.41996,-70.58491
65,140,Departamento amoblado en sector Barrio el Golf - Presidente Riesco,750000,26,-33.41259,-70.59916
80,95,Expats - 2 dormitorios sin amoblar - Al lado Torre Titanium - El Golf,750000,26,-33.41105,-70.60154
77,96,CERRO COLORADO / PARQUE ARAUCO / LAS CONDES,750000,26,-33.40043,-70.57140
68,68,Luz-Presidente Riesco,750000,26,-33.41044,-70.60154
125,125,vespucio,750000,26,-33.40033,-70.50269
80,90,METRO MANQUEHUE,750000,26,-33.40630,-70.56600
85,100,El Golf,750000,26,-33.41463,-70.58947
63,69,Luz / Av. Pdte. Riesco,750000,26,-33.41044,-70.60154
85,100,++ METRO ALCANTARA ++,750000,26,-33.41460,-70.58950
122,137,"AMPLIO, LUMINOSO Y EXCELENTE CONECTIVIDAD!!",750000,26,-33.40316,-70.58282
75,95,158.688 - Avenida Las Condes,750000,26,-33.38909,-70.54045
100,110,Kennedy,760000,27,-33.39280,-70.55550
92,92,Avenida las condes/ Charles hamilton,750000,26,-33.38928,-70.54058
130,140,158.780 -  Alejandro Fleming / Vichiato,750000,26,-33.42545,-70.55895
90,98,Mall Alto Las Condes - Avda Kennedy-Gero,760000,27,-33.39280,-70.55540
70,90,los Barbechos  100 - Departamento 707,750000,27,-33.40324,-70.55745
55,55,EL GOLF / CALLAO / NEW,750000,27,-33.41641,-70.59033
47,52,Callao - Alcántara - Edificio Fundadores,750000,27,-33.41733,-70.58939
77,85,EL GOLF / METRO / VACÍO,750000,27,-33.41354,-70.58928
95,103,METRO / AMPLIO / LAS CONDES,750000,27,-33.40669,-70.55936
85,93,EL GOLF / METRO ALCÁNTARA,750000,27,-33.41354,-70.58928
105,110,Pio XI/ Alonso de Cordova/ Parque Araucano,750000,27,-33.40709,-70.57672
43,45,Metro Escuela Militar - Apoquindo,757538,27,-33.41360,-70.58610
90,102,Avda Las Condes  / Estoril,750000,27,-33.37291,-70.51711
90,90,Manquehue Sur / Cercano Apumanque,750000,27,-33.41579,-70.56481
95,95,*** Metro Manquehue / Manquehue Sur***,750000,27,-33.41579,-70.56481
90,90,Manquehue Sur / Cercano Apumanque,750000,27,-33.41579,-70.56481
80,100,MARTIN DE ZAMORA / METRO MANQUEHUE,750000,27,-33.41876,-70.57706
81,91,ESTORIL,750000,27,-33.38902,-70.53992
100,120,HOTEL W METRO EL GOLF,750000,27,-33.41283,-70.59987
80,86,EL GOLF / METRO / AMOBLADO,750000,27,-33.41337,-70.58947
60,72,EXCELENTE DEPARTAMENTO AMOBLADO  AL LADO PARQUE ARAUCO,750000,27,-33.39925,-70.57335
84,94,Las  Hualtatas  / San Damian,749000,27,-33.37578,-70.52620
80,86,EL GOLF / METRO / AMOBLADO,750000,27,-33.41337,-70.58947
80,90,La Capitanía con Martín de Zamora,750000,26,-33.41601,-70.56684
90,103,luz  2900,750000,27,-33.41327,-70.60256
100,102,MALAGA CON PRESIDENTE ERRAZURIZ / CON ESTACIONAMIENTO,750000,26,-33.41996,-70.58491
90,90,Martin de Zamora 000,750000,27,-33.40033,-70.50269
92,98,Rosa O'Higgins / Apoquindo,750000,26,-33.41277,-70.57533
80,100,"Martín de Zamora, Las Condes",750000,26,-33.41469,-70.56578
60,70,LOS MILITARES  / MANQUEHUE,750000,26,-33.40516,-70.56917
60,70,LOS MILITARES  / MANQUEHUE,750000,26,-33.40516,-70.56917
100,110,REINA ASTRID  / HERMANOS CABOT,750000,26,-33.39394,-70.55645
90,94,Manquehue Sur - Cristóbal Colón - Metro Manquehue,750000,26,-33.41570,-70.56454
90,94,Manquehue Sur - Cristóbal Colón - Metro Manquehue,750000,26,-33.41582,-70.56504
55,60,EL GOLF / METRO ALCÁNTARA / CALLAO,750000,26,-33.41735,-70.59059
60,70,LOS MILITARES  / MANQUEHUE,750000,26,-33.40516,-70.56917
90,103,Sector Metro Escuela Militar- Del Inca,750000,26,-33.41792,-70.58166
85,110,Metro El Golf,750000,26,-33.41606,-70.59768
85,93,EL GOLF / METRO ALCÁNTARA,750000,26,-33.41354,-70.58928
