supConstruida,terreno,title,valorCLP,valorUF,x,y
148,160,EL GOLF / METRO / NEW,1400000,51,-33.41235,-70.59014
165,191,CLUB DE GOLF -  MINIMALISTA NEW,1400000,51,-33.40737,-70.58819
148,160,EL GOLF / METRO / NEW,1400000,51,-33.41235,-70.59014
120,120,METRO ALCANTARA,1400000,51,-33.41720,-70.58965
105,115,EL GOLF / EXCLUSIVO / CALLAO,1400000,51,-33.41685,-70.59046
90,102,EL GOLF / METRO / NEW DESING,1420000,51,-33.41344,-70.59013
170,170,Barrio El Golf / Iglesia,1400000,51,-33.41365,-70.59100
140,260,ESPECTACULAR PENTHOUSE - MARTIN DE ZAMOR,1400000,51,-33.41500,-70.56160
90,102,EL GOLF / METRO / NEW DESING,1400000,51,-33.41344,-70.59013
170,170,Barrio El Golf,1400000,51,-33.41365,-70.59100
180,180,METRO EL GOLF,1425624,51,-33.41319,-70.59127
169,189,"Arriendo acogedor y amplio departamento en Cerro Colorado, Las Condes",1400000,50,-33.40236,-70.56942
170,190,Hermanos Cabot con Gerónimo de Alderete,1400000,50,-33.39539,-70.56120
140,170,Las Condes,1400000,50,-33.41231,-70.59124
140,245,Precioso Departamento El Remanso,1400000,50,-33.41546,-70.51834
140,160,El Golf,1460000,53,-33.41291,-70.59180
140,170,AMERICO VESPUCIO / ALTA CONECTIVIDAD / LUMINOSO,1500000,53,-33.39587,-70.58970
140,153,METRO MANQUEHUE- SATURNO- ELEGANTE MODERNO AMPLIOS AMBIENTES EXCELENTE UBICACION,1500000,53,-33.40680,-70.57171
140,160,NEVERÍA / ESTADIO ESPAÑOL / MODERNO / FAMILIAR,1500000,53,-33.41402,-70.57921
127,149,"Arriendo departamento Renato Sánchez, metro Alcántara",1500000,53,-33.41782,-70.58812
150,180,AMOBLADO DE PRIMER NIVEL - ALONSO DE CORDOVA - VESPUCIO - KENNEDY,1500000,53,-33.40606,-70.58706
140,168,METRO MANQUEHUE // ALONSO DE CORDOVA // NUCLEO EMPRESARIAL NUEVA LAS CONDES // PARQUES,1500000,53,-33.40645,-70.57023
120,140,Presidente Riesco  / Alonso de Cordova,1500000,53,-33.40653,-70.58008
147,154,ROSARIO NORTE / NÚCLEO EMPRESARIAL / NUEVO A ESTRENAR,1500000,53,-33.40631,-70.57182
130,150,DEPARAMENTO FRENTE AL CLUB DE GOLF,1500000,53,-33.41212,-70.59176
127,154,METRO LOS DOMINICOS,1500000,53,-33.40918,-70.54402
80,90,Metro Alcántara,1500000,53,-33.41721,-70.59031
140,148,Geronimo de Alderete- Presidente Riesco,1500000,53,-33.39710,-70.56024
140,186,Club de Golf Los Leones,1480000,53,-33.40606,-70.58706
140,160,"EL GOLF / "" W "" / ISIDORA",1450000,53,-33.41349,-70.60039
150,180,AMOBLADO DE PRIMER NIVEL - ALONSO DE COR,1500000,53,-33.40610,-70.58710
85,95,PENT- HOUSE - EL GOLF CALLAO  VISTA PANORÁMICA,1450000,53,-33.41676,-70.59024
115,135,METRO MANQUEHUE - NEW !  NORUEGA - A ESTRENAR,1450000,53,-33.40661,-70.56413
90,113,CERRO COLORADO / MODERNO /  LAS CONDES,1500000,53,-33.40043,-70.57140
135,145,EL GOLF / METRO ALCÁNTARA / CALLAO,1500000,53,-33.41641,-70.58963
90,120,Cerro Colorado  / Parque Arauco,1500000,53,-33.40073,-70.57192
220,225,Presidente Riesco / Av Vitacura,1500000,53,-33.41170,-70.60140
180,200,El Golf - Metro Alcantara - Oportunidad Remodelado +5 Dormitorios,1400000,50,-33.41576,-70.58838
160,180,Callao / Amoblado de Lujo / Entrega Inmediata,1500000,53,-33.41812,-70.59285
230,265,158.645 - Avenida Presidente Riesco,1419754,50,-33.40235,-70.56903
78,97,Parque Arauco,1400000,50,-33.40044,-70.57147
180,200,Metro Alcantara - EL GOLF SUR Tranquilo,1400000,50,-33.41798,-70.58898
160,180,EL GOLF- LINDO DEPARTAMENTO EN ARRIENDO,1400000,50,-33.41219,-70.58959
170,170,Nuestra Señora de los Ángeles,1400000,50,-33.41370,-70.59100
140,160,Vespucio/ Pdte Riesco  / vista club de Golf,1400000,50,-33.40754,-70.58792
130,136,"Bergen , Metro Hernando de Magallanes",1400000,50,-33.40488,-70.56245
180,200,El Golf - Metro Alcantara - Oportunidad Remodelado +5 Dormitorios,1400000,50,-33.41669,-70.58787
85,97,EL GOLF / AMOBLADO / SLOW,1380000,50,-33.41326,-70.59026
169,189,CERRO COLORADO - PARQUE ARAUCO,1400000,50,-33.40021,-70.56972
146,155,VESPUCIO NORTE / KENNEDY / P. RIESCO,1400000,50,-33.40783,-70.58799
105,125,PARQUE ARAUCO,1380000,50,-33.40083,-70.57343
88,97,EL GOLF / CALLAO / FUNDADORES,1380000,50,-33.41677,-70.59024
120,138,PARQUE ARAUCO SEPTIEMBRE  NUEVO LUJOSO,1380000,50,-33.40098,-70.57354
80,80,"LAS CONDES, AMOBLADO. Cercano a Parque Arauco, Comercio, Supermercado y Parque Araucano",1400000,50,-33.40068,-70.57157
120,130,PARQUE ARAUCO /  MINIMALISTA  / NEW  / AMOBLADO,1380000,50,-33.40083,-70.57343
95,95,"LAS CONDES, cercano a Supermercado. A minutos de Estación de Metro Manquehue y Apumanque",1400000,50,-33.40593,-70.57138
165,180,"EXCLUSIVO / EL GOLF / NEW / CLASS ""A""",1350000,50,-33.41275,-70.59182
105,115,CERRO COLORADO,1350000,50,-33.40032,-70.57165
85,95,EL GOLF / CALLAO / FUNDADORES,1350000,50,-33.41699,-70.59042
185,185,COLEGIO ALEMA / FRENTE PARQUE JUAN PABLO II,1400000,50,-33.39960,-70.56882
240,290,Alonso de Cordova / Parque Arauco,1400000,50,-33.40457,-70.58369
160,175,EL GOLF / METRO / EXCLUSIVO,1400000,50,-33.41351,-70.58638
144,155,ROSARIO NORTE/LOS MILITARES,1500000,53,-33.40580,-70.57180
145,160,EL GOLF / ISIDORA GOYENECHEA,1500000,53,-33.41390,-70.59247
147,155,Metro Manquehue - Parque Araucano,1500000,53,-33.40580,-70.57180
220,240,PDTE RIESCO / LUZ,1500000,53,-33.41200,-70.60100
140,147,Cerro Colorado con Avenida Manquehue,1500000,53,-33.39990,-70.56850
113,138,Alcantara,1500000,53,-33.41720,-70.59030
140,167,El Golf,1500000,53,-33.41212,-70.59176
155,170,EL GOLF / METRO / ISIDORA,1500000,53,-33.41270,-70.59173
235,255,Renato Sánchez / Hendaya,1500000,53,-33.41850,-70.59260
110,220,METRO LOS DOMINICOS,1500000,53,-33.40720,-70.54530
147,154,PARQUE ARAUCO / CERRO COLORADO,1500000,53,-33.40660,-70.57250
150,170,EL GOLF NORTE/ VISTA CERRO SAN LUIS,1500000,53,-33.41240,-70.60010
200,209,Manquehue,1500000,53,-33.39790,-70.56720
170,212,Calle San José de La Sierra 1250,1490000,53,-33.37850,-70.49435
170,212,Calle San José de La Sierra 1250,1498303,53,-33.37850,-70.49435
116,134,ESPOZ / VITACURA / LUJOSO,1450000,53,-33.39797,-70.58939
147,162,CERRO COLORADO / PISO BAJO / VISTA DESPE,1490000,53,-33.39950,-70.56970
120,145,VITACURA / ESPOZ / EXCLUSIVO,1490000,53,-33.39797,-70.58939
170,190,NORUEGA / MANQUEHUE / VISTA,1450000,53,-33.40242,-70.56859
88,99,EL GOLF / METRO / NEW DESING,1490000,53,-33.41344,-70.59013
89,100,EL GOLF / METRO / NEW DESING,1490000,53,-33.41344,-70.59013
160,185,EL GOLF/ ISIDORA  GOYENECHEA,1450000,53,-33.41349,-70.60064
135,145,EL GOLF / CALLAO /  NEW,1450000,53,-33.41679,-70.59020
116,134,ESPOZ / VITACURA / LUJOSO,1450000,53,-33.39797,-70.58939
165,185,VISTA PANORÁMICA / CLASS  A,1450000,53,-33.40763,-70.58827
89,98,CALLAO /  EL GOLF /  NEW,1450000,53,-33.41742,-70.59030
140,160,Metro Escuela Militar,1543300,53,-33.41223,-70.58793
116,126,CALLAO - DISEÑO ÚNICO - NEW  EXCLUSIVO  FUNDADORES,1422000,53,-33.41666,-70.59060
160,165,riesco / isidora goyenechea,1481531,53,-33.41285,-70.60096
150,150,CERCANO TEATRO MUNICIPAL DE LAS CONDES,1481531,53,-33.41350,-70.59680
150,150,CERCA HOTEL W,1481531,53,-33.41343,-70.59742
150,150,Galmis / La Pastora,1481531,53,-33.41347,-70.59683
150,150,CERCA HOTEL W,1481531,53,-33.41343,-70.59742
130,150,Plaza Peru - Glamis,1481531,53,-33.41347,-70.59707
150,150,El Golf,1481531,53,-33.41370,-70.59710
150,190,Metro El Golf,1481531,53,-33.41409,-70.59522
140,150,Glamis / Enrique Foster,1481531,53,-33.41347,-70.59683
140,140,El Golf / Escuela Militar,1481531,53,-33.41355,-70.58687
165,190,CLUB DE GOLF -  MINIMALISTA,1450000,52,-33.40685,-70.58796
156,169,El Golf,1450000,52,-33.41441,-70.59039
140,160,EL GOLF - ISIDORA GOYENECHEA,1400000,51,-33.41368,-70.60180
85,95,PENT-HOUSE / INCREÍBLE VISTA,1430000,52,-33.41676,-70.59024
160,170,Las Condes,1430000,52,-33.40561,-70.59990
140,170,"Colegio Alemán, Parque Juan Pablo II, Parque Arauco",1400000,50,-33.39882,-70.56856
140,160,**La Cabaña**Fray Luis de León**,1450000,52,-33.37319,-70.51420
160,160,Apoquindo con Manquehue,1400000,50,-33.40865,-70.56640
135,145,EL GOLF / INCREÍBLE VISTA / CALLAO,1400000,51,-33.41668,-70.59033
140,140,Plaza Perú,1400000,50,-33.41560,-70.59890
128,148,Edificio sector  Club de Golf,1400000,50,-33.41212,-70.59176
90,113,MALL PARQUE ARAUCO,1400000,52,-33.40074,-70.57138
200,220,PARQUE ARAUCANO / PRESIDENTE RIESCO,1400000,50,-33.40502,-70.57841
240,260,Parque Arauco - Hotel Hyatt,1400000,50,-33.40500,-70.58340
144,156,Rosario Norte,1400000,50,-33.40530,-70.57210
205,215,Noruega/Apoquindo,1400000,50,-33.40530,-70.56370
149,167,Las Condes: Arriendo departamento amobla,1400000,50,-33.39480,-70.55800
168,188,NORUEGA /  SEK / ALEMÁN,1400000,50,-33.40622,-70.56391
140,170,PDTE RIESCO / LAS TORCAZAS,1400000,50,-33.41190,-70.58910
200,220,Noruega / Estocolmo,1400000,50,-33.40530,-70.56300
147,154,ROSARIO NORTE CON LOS MILITARES,1400000,50,-33.40580,-70.57180
100,120,Vitacura / Presidente Riesco,1400000,50,-33.41160,-70.60280
195,211,METRO MANQUEHUE/NORUEGA/OSLO,1400000,50,-33.40530,-70.56500
200,216,Noruega/ San Olav,1400000,50,-33.40560,-70.56390
147,156,Rosario Norte,1400000,50,-33.40580,-70.57180
150,160,Club de Golf Los Leones - Isidora Goyene,1400000,50,-33.41350,-70.59600
160,200,Presidente Riesco / Alonso de Cordova,1400000,50,-33.40586,-70.57954
140,161,ALONSO DE CORDOVA / LOS MILITARES,1400000,50,-33.40661,-70.56977
150,180,HERMOSO DEPARTAMENTO - ALONSO DE CORDOVA - VESPUCIO - KENNEDY - SIN MUEBLES,1400000,50,-33.40606,-70.58706
140,155,METRO MANQUEHUE /  EXCLUSIVO / MINIMALISTA,1350000,50,-33.40674,-70.57008
140,160,EL GOLF / ISIDORA / NEW,1400000,50,-33.41388,-70.59581
240,295,Alonso de Cordova Vista Panoramica,1400000,50,-33.40520,-70.58360
120,140,Luz / Presidente Riesco,1400000,50,-33.40910,-70.60100
100,120,PARQUE ARAUCO / COLEGIOS,1350000,50,-33.40072,-70.57341
78,97,Parque Araucano,1400000,50,-33.40137,-70.57156
140,160,METRO MANQUEHUE,1350000,50,-33.40674,-70.57008
100,140,Club de Golf,1400000,50,-33.41200,-70.58810
140,180,Vespucio Sur,1400000,50,-33.40758,-70.58737
150,180,HERMOSO DEPARTAMENTO - ALONSO DE CORDOVA,1400000,50,-33.40610,-70.58710
106,116,Manquehue,1400000,50,-33.40590,-70.57140
140,140,Américo Vespucio,1400000,50,-33.40606,-70.58706
150,165,ISIDORA GOYENECHEA CORAZON DE EL GOLF,1400000,50,-33.41473,-70.59559
140,186,3D3B + escritorio. 140 + 36. Vista despejada SP,1400000,50,-33.40586,-70.57954
140,170,Metro Alcantara,1400000,50,-33.41376,-70.58987
140,140,A pasos del Mall Parque Arauco,1400000,50,-33.40606,-70.58706
160,180,"AMPLIO AMOBLADO ideal para EJECUTIVOS EXPATRIADOS,, el CORAZÓN del BARRIO EL GOLF, cuenta con fácil accesos",1400000,50,-33.41210,-70.59028
140,170,"en MODERNO EDIFICIO, departamento de ALTO ESTÁNDAR en CORAZÓN de BARRIO EL GOLF, ideal para ejecutivo DE ALTO CARGO",1400000,50,-33.41183,-70.58779
160,180,"AMPLIO AMOBLADO ideal para EJECUTIVOS EXPATRIADOS,, el CORAZÓN del BARRIO EL GOLF, cuenta con fácil accesos",1400000,50,-33.41219,-70.58959
140,180,Américo Vespucio 740 - Departamento 141,1400000,50,-33.40864,-70.58784
120,140,"en MODERNO EDIFICIO, departamento de ALTO ESTÁNDAR en CORAZÓN de BARRIO EL GOLF, ideal para ejecutivo DE ALTO CARGO",1399000,50,-33.41194,-70.58847
165,195,"IMPECABLE departamento CON PRECIOSA VISTA A LA CORDILLERA, a pasos de METRO GOLF y COLEGIOS",1400000,50,-33.41868,-70.59350
173,200,"Amplio, Luminoso, inmejorable en el Golf",1650000,59,-33.41240,-70.59980
160,200,Departamento con Vista a Parque Araucano,1700000,61,-33.40525,-70.57641
200,220,"EL GOLF / CLASS ""A""  / NEW",1590000,58,-33.41335,-70.58704
140,180,Av. Américo Vespucio Nte. / Av. Pdte. Kennedy,1750000,62,-33.40606,-70.58706
267,267,LOS DOMINICOS,1800000,65,-33.39710,-70.51926
140,152,Cerro Colorado-Colegio Alemán-Parque Araucano,1700000,61,-33.39961,-70.56912
180,199,San Carlos de Apoquindo,1800000,65,-33.41543,-70.51834
200,255,"EXCLUSIVO en EDIFICIO SEGURO con VISTA DESPEJADA, ASCENSOR A LA PUERTA del departamento",1816972,65,-33.41313,-70.58654
270,290,Metro El Golf - Renato Sánchez con Enrique Foster Sur,1900000,68,-33.41876,-70.59312
140,160,Metro MANQUEHUE - Noruega - Olso - Sal Olav,1780000,63,-33.40560,-70.56493
158,170,EL GOLF / ALTO NIVEL / NEW AMOBLADO,1700000,63,-33.41389,-70.59020
140,160,Barrio El Golf,1914809,68,-33.41226,-70.59256
160,180,VISTA CLUB DE GOLF LOS LEONES METRO ALCÁ,1914809,68,-33.41240,-70.59190
184,204,Los militares,1900000,68,-33.40584,-70.57062
145,155,ARRIENDO FULL AMOBLADO CLUB DE GOLF / ENTREGA INMEDIATA,1914809,68,-33.41233,-70.59166
281,330,Amplios Espacios / Vistas despejadas,2096507,75,-33.41250,-70.60030
160,180,PTE. RIESCO - GRAN CATEGORIA - VISTA DESPEJADA AL CLUB DE GOLF LOS LEONES,1914809,68,-33.41233,-70.59166
135,145,"EL GOLF / CALLAO / CLASS ""A""",2000000,73,-33.41666,-70.59038
196,209,Depto. amoblado La Gioconda / Américo Vespucio,2000000,73,-33.41265,-70.58647
135,145,"EL GOLF / CALLAO / CLASS ""A""",2000000,73,-33.41666,-70.59038
165,180,EL GOLF /  INCREÍBLE VISTA  NEW,2000000,73,-33.41257,-70.59175
133,145,"EL GOLF / CALLAO / CLASS ""A""",2000000,73,-33.41666,-70.59038
165,180,EL GOLF /  INCREÍBLE VISTA,2000000,73,-33.41257,-70.59175
138,173,Presidente Riesco / Nuestra Señora del Rosario,2054576,73,-33.39893,-70.56567
105,113,VISTA PARQUE ARAUCANO / EXCLUSIVO / CERRO COLORADO,2000000,72,-33.40076,-70.57156
270,305,Camino Otoñal,2000000,72,-33.39710,-70.51926
235,270,Burgos / Apoquindo,2000000,73,-33.41587,-70.58775
70,90,HOTEL W / EXCLUSIVO / NIVEL SUPERIOR,2000000,72,-33.41347,-70.59796
168,186,Los Militares/Alonso de Córdova,2013000,73,-33.40595,-70.57110
235,280,PENT - HOUSE /  EXCLUSIVO,2000000,72,-33.41328,-70.58696
140,150,Club de Golf / Amoblado Full / Entrega Inmediata,2000000,72,-33.41212,-70.59176
150,168,Av. Presidente Riesco / Av. El Golf,2000000,72,-33.41212,-70.59176
150,210,RESIDENCIAL  EL GOLF LUJOSO NUEVO  IMPERDIBLE,1950000,72,-33.41231,-70.58840
309,506,El golf,2013000,72,-33.41677,-70.59595
150,210,PENT- HOUSE - EL GOLF - NEW LUJOSO RESIDENSIAL,1950000,72,-33.41231,-70.58840
145,161,**RIESCO / CLUB DE GOLF **AMOBLADO**,2000000,72,-33.41237,-70.59385
151,161,CERRO EL PLOMO / MODERNO / LAS CONDES,2000000,72,-33.40590,-70.57391
140,150,EL GOLF - CALLAO - LUJOSO MINIMALISTA,1950000,72,-33.41666,-70.59038
151,161,CERRO EL PLOMO / MODERNO / LAS CONDES,2000000,72,-33.40590,-70.57391
135,146,EL GOLF - CALLAO MINIMALISTA,1950000,72,-33.41651,-70.59076
135,160,El Golf,2100000,76,-33.41876,-70.58958
135,145,EL GOLF / METRO ALCÁNTARA / LAS CONDES,2000000,72,-33.41688,-70.58978
150,175,Cerro Altar y Garcia Pica,2100000,76,-33.40030,-70.56350
235,280,PENT - HOUSE /  EXCLUSIVO,2000000,72,-33.41328,-70.58696
155,155,¨Presidente Riesco / Frente Club de Golf,2130051,76,-33.41212,-70.59176
400,470,Presidente Riesco,2124460,76,-33.41120,-70.60000
402,462,El Golf,2124460,76,-33.41080,-70.59920
204,240,Arriendo depto. en San Carlos de Apoquin,2124460,76,-33.41810,-70.50880
240,260,El Golf,2100000,75,-33.41340,-70.59510
500,535,El Golf,2100000,75,-33.41228,-70.60173
169,179,Parque Juan Pablo II,2100000,75,-33.39999,-70.56917
158,178,Parque Juan Pablo II,2100000,75,-33.40030,-70.56353
255,327,Camino Piedra Roja,2100000,75,-33.39070,-70.52410
400,450,"ESPECTACULAR PENTHOUSE  DUPLEX,  EL GOLF,  BENJAMIN, RIESCO.    ESPACIOS ENORMES¡¡¡¡¡",2100000,75,-33.41185,-70.60083
500,535,PENTHOUSE BARRIO EL GOLF. PISCINA PRIVADA / PRESIDENTE RIESCO / SAN SEBASTIAN 535 M2,2100000,75,-33.41218,-70.59997
200,250,Hermanos Cabot - Excelente Estado,2100000,75,-33.39420,-70.56030
145,151,Gertrudis Echeñique / Renato Sánchez,2100000,75,-33.41837,-70.59089
309,368,San Crecente  / Metro El Golf,2100000,75,-33.41895,-70.59496
300,340,Metro El Golf,2100000,75,-33.41780,-70.59350
160,180,nuestra señora del rosario,2100000,75,-33.40030,-70.56353
187,187,EL DANTE / VESPUCIO / PDTE. RIESCO,2100000,75,-33.41130,-70.58640
180,180,nuestra señora del rosario,2100000,75,-33.40030,-70.56353
390,402,Centro Financiero de Santiago - Presiden,2100000,75,-33.41190,-70.60080
255,326,Camino Piedra Roja/ Las Flores,2000000,72,-33.39400,-70.52480
450,500,El Golf,2100000,75,-33.41190,-70.60080
135,160,Gertrudis Echeñique – El Golf,2100000,75,-33.41730,-70.58900
204,220,La Gioconda / A Vespucio Norte,2012646,72,-33.41294,-70.58685
160,200,CLUB DE GOLF / ENTREGA INMEDIATA  / EXCELENTE ESTADO,2000000,71,-33.41230,-70.59279
135,145,"EL GOLF / CALLAO / CLASS ""A""",2012646,72,-33.41666,-70.59038
135,145,"EL GOLF / CALLAO / CLASS ""A""",2012646,72,-33.41666,-70.59038
169,169,Cerro Colorado / Manqueque,2000000,71,-33.39996,-70.56924
150,160,EL GOLF III / BORJA HUIDOBRO / METRO ALCÁNTARA,2000000,71,-33.41212,-70.59176
130,145,"EL GOLF / CALLAO / CLASS ""A"" / NEW",2000000,71,-33.41651,-70.59076
150,195,EL GOLF / ISIDORA GOYENECHEA,2000000,71,-33.41352,-70.60060
250,350,"Carlos Alvarado, Las Condes",2000000,71,-33.42912,-70.56471
130,145,EL GOLF / CALLAO /  NEW,1950000,71,-33.41651,-70.59076
254,129,CAMINO OTOÑAL - CAMINO LAS FLORES,2000000,71,-33.39270,-70.52190
240,268,Metro Alcántara,2000000,71,-33.41340,-70.58875
250,350,Carlos Alvarado,2000000,71,-33.42940,-70.56810
270,290,Metro El Golf - Renato Sánchez con Enrique Foster,2000000,71,-33.41876,-70.59312
130,140,Sector ejecutivo: Todo incluído,2000000,71,-33.40480,-70.57400
254,129,CAMINO OTOÑAL - CAMINO LAS FLORES,2000000,71,-33.39270,-70.52190
257,257,Manquehue Norte,2000000,71,-33.39580,-70.56220
160,175,La Gioconda / Escuela Militar,2096507,75,-33.41290,-70.58647
180,202,COLEGIOS ALEMÁN / ITALIANO,1950000,71,-33.40162,-70.56194
180,200,EL GOLF,2096507,75,-33.41400,-70.58510
225,240,EL GOLF - ALTO NIVEL - VACÍO,1950000,71,-33.41242,-70.59044
225,245,EL GOLF - BORJA HUIDOBRO,1950000,71,-33.41263,-70.59087
350,380,Stade Francaise - El Golf,2096507,75,-33.41950,-70.59460
350,380,Apoquindo / Gertrudis Echenique,2096507,75,-33.41613,-70.59191
140,186,Exclusivo Departamento / Vista directa a Escuela Militar,2096507,75,-33.41290,-70.58647
180,200,"EL GOLF / CLASS ""A""  / NEW",2096507,75,-33.41335,-70.58704
350,380,Excelente depto. Gertrudis Echeñique,2096507,75,-33.41700,-70.59170
340,360,El Golf / Pte Riesco / Cerro San Luis,2096507,75,-33.41196,-70.59989
180,200,EL GOLF,2096507,75,-33.41400,-70.58510
140,160,La Gioconda,2096507,75,-33.41290,-70.58650
350,380,Metro Alcántara - Gertrudis Echeñique co,2096507,75,-33.41700,-70.59170
281,330,Amplios Espacios / Vistas despejadas,2096507,75,-33.41250,-70.60030
296,336,Barrio El Golf,2096507,75,-33.41697,-70.59169
180,180,SECTOR EL GOLF,2096507,75,-33.41320,-70.58595
230,250,EL GOLF / VANGUARDISTA / NEW,2000000,74,-33.41235,-70.59014
140,140,El Golf,2000000,73,-33.41429,-70.59489
240,264,Alonso de Córdova  / Mall Parque Arauco.,2068553,74,-33.40520,-70.58357
270,305,Camino Otoñal / Camino Las Flores,2000000,74,-33.39302,-70.51828
180,213,metro golf,2000000,74,-33.41832,-70.59332
270,285,PENTHOUSE - DUPLEX - EL GOLF,2000000,73,-33.41863,-70.59400
130,145,EL GOLF / CALLAO /  NEW,2000000,73,-33.41651,-70.59076
133,145,"EL GOLF / CALLAO / CLASS ""A""",2000000,73,-33.41666,-70.59038
155,190,RESIDENCIAL EL GOLF - NUEVO  OCTUBRE,1900000,71,-33.41220,-70.58860
200,220,EL GOLF / PENT-HOUSE / NEW,1950000,71,-33.41335,-70.58704
160,160,El Golf / Presidente Riesco,1900000,71,-33.41230,-70.59279
158,178,Parque Juan Pablo II,2050000,73,-33.40030,-70.56353
160,185,Alsacia  / Apoquindo,1984693,71,-33.41375,-70.58982
180,200,PENT-HOUSE  / HERMOSA VISTA NEW,1984693,71,-33.41331,-70.58655
140,170,Metro Alcántara,1984693,71,-33.41400,-70.59180
140,161,Club de golf,1956739,70,-33.41233,-70.59166
220,250,Las Torcazas - Jean Mermoz,1956739,70,-33.41360,-70.58910
140,140,El Dante / Presidente Riesco,1900000,70,-33.41188,-70.58818
101,209,San Damián,1956739,70,-33.38660,-70.52010
155,162,El Golf / Presidente Riesco,1956739,70,-33.41210,-70.59180
170,200,Metro  escuela militar,1956739,70,-33.41255,-70.58843
140,164,Metro Alcántara,1956739,70,-33.41398,-70.58966
318,318,"Las Condes, Burgos – Renato Sánchez, departamento cuatro dormitorios, cuatro baños, dos estacionamientos y una bodega. Metro Alcántara. Se Arrienda.",1956739,70,-33.41847,-70.59077
152,160,El Golf,1900000,69,-33.41370,-70.59620
120,140,"EXCLUSIVO /  HOTEL ""W""",1900000,69,-33.41411,-70.59895
273,312,Burgos / Metro Alcantara / Renato Sanchez,1956739,70,-33.41737,-70.58726
110,120,Camino San Francisco de asis - Las Conde,1950000,69,-33.37420,-70.51670
125,160,MANQUEHUE - LOS MILITARES  METRO - NEW,1850000,69,-33.40401,-70.56463
148,168,Metro Manquehue,2013000,69,-33.40620,-70.57139
150,175,EL GOLF / ISIDORA GOYENECHEA,1900000,69,-33.41352,-70.60060
180,200,PRESIDENTE RIESCO,1928786,69,-33.39540,-70.55820
140,155,Club de Golf,1928786,69,-33.41212,-70.59176
140,170,PRECIOSO E IMPECABLE AMOBLADO IDEAL EJECUTIVOS PASOS METRO,1900000,68,-33.41352,-70.59073
150,177,Cerro Colorado / Colegio Aleman / Parque Juan Pablo II,1900000,68,-33.39996,-70.56924
140,163,"Excelente depto amoblado con hermosa vista, excelente ubicación en edf de arquitectura",1914809,68,-33.41233,-70.59166
160,180,Alsacia / San Francisco de Asis,1914809,68,-33.41212,-70.59176
155,155,¨Presidente Riesco / Frente Club de Golf. AMOBLADO,1913412,68,-33.41212,-70.59176
150,168,El Golf - Metro Alcantara,1903200,68,-33.41212,-70.59176
140,160,El Golf / Isidora Goyenechea,1913412,68,-33.41212,-70.59176
155,155,¨Presidente Riesco / Frente Club de Golf. AMOBLADO,1913412,68,-33.41212,-70.59176
170,170,Departamento Estilo Frances Remodelado,1900000,68,-33.41814,-70.59137
155,155,¨Presidente Riesco / Frente Club de Golf. AMOBLADO,1913412,68,-33.41212,-70.59176
150,168,EXCLUSIVO DEPARTAMENTO RIESCO FRENTE AL CLUB DE GOLF - PARA ALTOS EJECUTIVOS QUE DESEAN LA MEJOR UBICACIÓN DEL GOLF,1900000,68,-33.41212,-70.59176
140,169,Metro Alcántara,1900000,68,-33.41463,-70.58999
148,167,El Golf-Plaza Perù -Hotel W,1900000,68,-33.41410,-70.60050
135,145,CALLAO - FUNDADORES LUJOSO EXCLUSIVO !,1830000,68,-33.41676,-70.59033
145,175,Noruega / Estocolmo,1900000,68,-33.40445,-70.56296
200,300,El Golf,1906423,68,-33.41319,-70.59084
140,177,NUEVA LAS CONDES,1900000,68,-33.39889,-70.56808
130,145,EL GOLF / CALLAO /  NEW,1850000,68,-33.41651,-70.59076
175,190,"EL GOLF - METROS - EXCLUSIVO  CLASS ""A""",1850000,68,-33.41224,-70.58853
240,240,158.785 - Malaga,1900833,68,-33.41851,-70.58541
240,240,158.785 - Malaga,1900833,68,-33.41851,-70.58541
240,240,Malaga,1900833,68,-33.41850,-70.58540
135,135,DISEÑO EUROPEO  EL GOLF FUNDADORES - CALLAO,1850000,68,-33.41690,-70.59027
180,180,Vespucio Norte/Cerro Colorado,1900833,68,-33.40610,-70.58920
168,193,"Expats - 3 Dorms. Vista al Club de Golf, Amoblado - Vespucio",1900833,68,-33.40678,-70.58727
140,180,Américo Vespucio Norte / Metro Escuela M,1900833,68,-33.40610,-70.58710
170,228,Expats - Sin Amoblar - 3D + ss + estar - El Golf Norte - Escuela Militar,1900833,68,-33.41244,-70.59066
147,177,hamblet,1900833,68,-33.41250,-70.58790
147,30,Metro Alcántara - Metro Alcantara,1900833,68,-33.41250,-70.58790
125,140,Callao - Edificio Fundadores - Espectacular,1900833,68,-33.41747,-70.59010
250,250,La Gioconda 4355,1900833,68,-33.41290,-70.58647
230,260,El Golf,1900833,68,-33.41267,-70.58751
200,200,Metro Alcantara,1900000,67,-33.41341,-70.58767
250,270,Hermoso Departamento a pasos de Escuela Militar,1900833,68,-33.41344,-70.58557
140,160,NORUEGA,1900000,67,-33.40630,-70.56430
140,170,El Golf,1900000,67,-33.41398,-70.60092
115,125,FUNDADORES - CALLAO LUJOSO - MODERNO,1889931,67,-33.41776,-70.58978
145,160,Expats - 3 Dorms.(2 + Servicio) Amoblado - Edificio Premium - Vista Golf,1900000,67,-33.41272,-70.59252
165,180,EL GOLF,1800000,67,-33.41257,-70.59175
110,125,CALLAO FUNDADORES LUJOSO EXCLUSIVO,1832000,67,-33.41713,-70.59077
