,supConstruida,terreno,title,valorCLP,valorUF,x,y,valorPesos,evaluation
961,36.0,38.0,"Arriendo departamento Carmen, Santiago Centro, AMOBLADO, BCGA 19-63",360000,12,-33.446940000000005,-70.64282,360000,Yes
962,36.0,38.0,Serrano 633,360431,12,-33.45277,-70.64791,360431,Yes
963,33.0,35.0,Tocornal / Argomedo,360599,12,-33.45104,-70.63974,360599,Yes
964,37.0,74.0,General Jofre/Metro Parque Bustamante,360000,12,-33.4447,-70.6348,360000,Yes
965,33.0,33.0,Alameda,360000,12,-33.4455,-70.6545,360000,Yes
966,32.0,34.0,SANTO DOMINGO 755,360000,12,-33.4357,-70.64782,360000,Yes
967,47.0,50.0,Lira / Santa Isabel,360000,12,-33.4494,-70.6386,360000,Yes
968,56.0,59.0,LORD COCHRANE 277 - Departamento 2209,360000,12,-33.44997,-70.65481,360000,Yes
969,37.0,39.0,Santo Domingo / Teatinos,360000,12,-33.43695,-70.6565,360000,Yes
970,40.0,42.0,Argomedo / Vicuña Mackenna,360000,12,-33.4493,-70.63346999999999,360000,Yes
971,36.0,36.0,Metro los Heroes,360000,12,-33.4484,-70.6596,360000,Yes
972,36.0,38.0,Amoblado Metro Santa Lucia. LM #19-63,360000,12,-33.446940000000005,-70.64282,360000,Yes
973,37.0,41.0,Agustinas / Metro Santa Lucia,360000,12,-33.4403,-70.6463,360000,Yes
974,47.0,53.0,Metro Santa Isabel/ Santa Victoria N° 210,360000,12,-33.44712,-70.63495,360000,Yes
975,46.0,49.0,"METRO SANTA LUCIA - Santa Rosa 146, 2D 1B incluye bodega",360000,12,-33.44565,-70.64528,360000,Yes
976,40.0,40.0,BARRIO LASTARRIA / METRO U. CATOLICA,360000,12,-33.43943,-70.64128000000001,360000,Yes
977,45.0,48.0,Chiloé 1221,360000,12,-33.46138,-70.64617,360000,Yes
978,50.0,100.0,Arturo Prat  / Victoria,350000,12,-33.46467,-70.64684,350000,Yes
979,48.0,53.0,Metro Parque Bustamante.. Bajos Gastos Comunes. Edificio Full Equipado,360000,12,-33.44467,-70.63439,360000,Yes
980,35.0,35.0,San Martín 841 - Departamento 1512,350000,12,-33.43395,-70.65859,350000,Yes
981,54.0,54.0,Presidente Balmaceda 2914,350000,12,-33.4269,-70.67716999999999,350000,Yes
982,55.0,55.0,Domyeko 1741,350000,12,-33.469120000000004,-70.642,350000,Yes
983,35.0,35.0,METRO SANTA LUCIA,350000,12,-33.4455,-70.64378,350000,Yes
984,45.0,45.0,Angamos  339,350000,12,-33.44721,-70.63849,350000,Yes
985,30.0,30.0,Eleuterio Ramírez 780 - Departamento 520,350000,12,-33.448479999999996,-70.64655,350000,Yes
986,35.0,38.0,"NUEVO! Incluye Estacionamiento y Bodega, a pasos de METRO PARQUE ALMAGRO",350000,12,-33.45258,-70.6479,350000,Yes
987,37.0,37.0,Bellavista 185 - Departamento 203,350000,12,-33.433370000000004,-70.6418,350000,Yes
988,33.0,36.0,Vicuña Mackenna 2004,350000,12,-33.47039,-70.62599,350000,Yes
989,42.0,44.0,",Metro Bellas Artes",350000,12,-33.43608,-70.64801,350000,Yes
990,48.0,48.0,Cercano al metro Quinta normal.,350000,12,-33.4325,-70.6775,350000,Yes
991,35.0,74.0,Morandé 626/ Metro Santa Ana /Metro Cal,350000,12,-33.4362,-70.6543,350000,Yes
992,22.0,22.0,Ismael Valdés Vergara. Metro Bellas Artes,350000,12,-33.435759999999995,-70.64416,350000,Yes
993,33.0,39.0,Sazié / Metro República,350815,12,-33.45025,-70.664,350815,Yes
994,35.0,38.0,Diagonal Vicuña Mackenna  2004,350000,12,-33.469120000000004,-70.642,350000,Yes
995,44.0,47.0,Vicuña Mackenna 2004,350000,12,-33.47039,-70.62599,350000,Yes
996,55.0,59.0,Gral. Bulnes / Rosas,350000,12,-33.43587,-70.67075,350000,Yes
997,42.0,46.0,San Isidro,350000,12,-33.45245,-70.64255,350000,Yes
998,55.0,60.0,DPTO STGO 2D 1B Serrano  611,350000,12,-33.452529999999996,-70.64786,350000,Yes
999,35.0,37.0,Metro linea 3 Parque Almagro,330000,11,-33.45261,-70.64794,330000,Yes
1000,36.0,38.0,Manuel Antonio Tocornal 624,330000,11,-33.45104,-70.63974,330000,Yes
1001,38.0,40.0,METRO SANTA LUCIA,350000,12,-33.4464,-70.6436,350000,Yes
1002,37.0,39.0,Angamos Metro Católica y Sta Isabel 339,330000,11,-33.44721,-70.63849,330000,Yes
1003,40.0,40.0,Eleuterio Ramírez 1070,330000,11,-33.449329999999996,-70.65035999999999,330000,Yes
1004,41.0,43.0,"Embajador Quintana 4334, Santiago, Estac",330000,11,-33.4512,-70.6943,330000,Yes
1005,35.0,37.0,Metro Parque Almagro,330000,11,-33.452659999999995,-70.64791,330000,Yes
1006,40.0,40.0,San Martin / Gral Mackenna,350000,12,-33.43376,-70.65892,350000,Yes
1007,41.0,43.0,"Embajador Quintana 4334, Santiago, Estac",330000,11,-33.4512,-70.6943,330000,Yes
1008,33.0,33.0,"Metro Santa Lucía - metro santa lucia, m",330000,11,-33.4457,-70.6457,330000,Yes
1009,40.0,40.0,Santa Rosa / Curicó,330000,11,-33.4463,-70.645,330000,Yes
1010,48.0,48.0,Ricardo Cumming 394,330000,11,-33.44047,-70.66859000000001,330000,Yes
1011,28.0,35.0,Bulnes - Metro La Moneda,330000,11,-33.4488,-70.6547,330000,Yes
1012,44.0,47.0,Vicuña Mackenna 2004,330000,11,-33.47039,-70.62599,330000,Yes
1013,34.0,36.0,Eleuterio Ramírez 780,330000,11,-33.448479999999996,-70.64655,330000,Yes
1014,35.0,36.0,Barrio Londres - Eleuterio Ramirez / San,330000,11,-33.4485,-70.6466,330000,Yes
1015,45.0,45.0,SANTA ISABEL 1D 1B Santa Isabel 176,330000,11,-33.448409999999996,-70.63418,330000,Yes
1016,36.0,38.0,Monjitas 451,330000,11,-33.4365,-70.64394,330000,Yes
1017,39.0,40.0,Metro Ñuble - Santa Elena / Maule,330000,11,-33.4657,-70.6286,330000,Yes
1018,50.0,50.0,METRO PARQUE O`HIGGINS,330000,11,-33.45796,-70.65552,330000,Yes
1019,36.0,38.0,"General Mackenna, Barrio Dieciocho",330000,11,-33.43318,-70.65949,330000,Yes
1020,30.0,30.0,Avenida Vicuña Mackenna 327,330000,11,-33.44593,-70.63336,330000,Yes
1021,40.0,44.0,ALONSO OVALLE  884,330000,11,-33.44579,-70.64876,330000,Yes
1022,40.0,40.0,Ejercito cercano a metro Toesca,340000,12,-33.4536,-70.6602,340000,Yes
1023,57.0,57.0,Metro Santa Lucia,340000,12,-33.443690000000004,-70.64416999999999,340000,Yes
1024,40.0,40.0,158.814 - Santa Rosa / Curicó,330000,11,-33.44637,-70.64517,330000,Yes
1025,43.0,46.0,Arturo Prat  1237,336000,12,-33.46145,-70.64728000000001,336000,Yes
1026,40.0,43.0,Santa Rosa 634 con 10 de Julio 634,340000,12,-33.45279,-70.64386,340000,Yes
1027,35.0,37.0,"NUEVO,   INMOBILIARIA IMAGINA            ELEUTERIO RAMIREZ CON SAN FRANCISCO",340000,12,-33.448479999999996,-70.64655,340000,Yes
1028,35.0,38.0,argomedo  / vicuña mackenna,340000,12,-33.4487,-70.63288,340000,Yes
1029,34.0,34.0,Manuel Rodriguez Norte 881 - Departamento 1510,340000,12,-33.43659,-70.65714,340000,Yes
1030,50.0,50.0,ZENTENO 1490,340000,12,-33.4654,-70.6498,340000,Yes
1031,43.0,43.0,Av. España con Toesca.,340000,12,-33.4546,-70.6691,340000,Yes
1032,45.0,48.0,Lord Cochrane 220,340000,12,-33.44921,-70.65426,340000,Yes
1033,38.0,38.0,Zenteno 1482,340000,12,-33.46575,-70.64986,340000,Yes
1034,47.0,50.0,METRO TOESCA / CON ESTACIONAMIENTO Y BODEGA / DISPONIBLE 01 DE JULIO,340000,12,-33.45462,-70.66015,340000,Yes
1035,40.0,42.0,Santa Victoria - Santa Victoria / Lira,340000,12,-33.4481,-70.6399,340000,Yes
1036,56.0,56.0,Sector Av. Matta - Av. Matta,340000,12,-33.4666,-70.6414,340000,Yes
1037,32.0,32.0,"METRO SANTA LUCIA, NUEVO Y SIN USO, MODERNO E INCREÍBLES ESPACIOS COMUNES",340000,12,-33.44916,-70.65015,340000,Yes
1038,50.0,52.0,Marin  / Portugal,340000,12,-33.44416,-70.62749000000001,340000,Yes
1039,50.0,50.0,San Francisco 294 - Departamento 1507,340000,12,-33.44828,-70.64678,340000,Yes
1040,40.0,41.0,Parque Almagro - Condor / San Diego,340000,12,-33.4504,-70.6507,340000,Yes
1041,31.0,37.0,Parque Los Reyes - Balmaceda / Maturana,340000,12,-33.43,-70.6676,340000,Yes
1042,32.0,36.0,A PASOS DE METRO UNIVERSIDAD DE CHILE,340000,12,-33.44683,-70.65156,340000,Yes
1043,35.0,35.0,ARRIENDA DEPARTAMENTO AMOBLADO EN SANTIAGO CENTRO,350000,12,-33.44823,-70.6473,350000,Yes
1044,42.0,42.0,Avenida Manuel Antonio Matta 040,340000,12,-33.45487,-70.62958,340000,Yes
1045,42.0,44.0,sargento aldea 1156 - Departamento 1602,350000,12,-33.468779999999995,-70.64907,350000,Yes
1046,44.0,44.0,Carmen 368,334000,12,-33.44822,-70.64199,334000,Yes
1047,35.0,35.0,ARRIENDA DEPARTAMENTO AMOBLADO EN SANTIAGO CENTRO,350000,12,-33.44823,-70.6473,350000,Yes
1048,45.0,45.0,Vicuña Mackenna / Metro Ñuble,350000,12,-33.46652,-70.62747,350000,Yes
1049,36.0,39.0,eyzaguirre  819,350000,12,-33.45203,-70.64683000000001,350000,Yes
1050,50.0,55.0,Barrio Londres - Metro Sta. Lucía,350000,12,-33.4471,-70.6487,350000,Yes
1051,83.0,83.0,Portal Fernández Concha,350000,12,-33.43841,-70.65028000000001,350000,Yes
1052,35.0,38.0,Serrano 623 - Departamento 902,350000,12,-33.45264,-70.64788,350000,Yes
1053,45.0,45.0,PORTUGAL / SANTA ISABEL,350000,12,-33.4492,-70.6348,350000,Yes
1054,35.0,38.0,"Departamento 1 Dormitorio AMOBLADO , Metro Parque Almagro",350000,12,-33.450520000000004,-70.64623,350000,Yes
1055,45.0,47.0,Metro República - Alameda,350000,12,-33.4481,-70.6649,350000,Yes
1056,40.0,46.0,Eyzaguirre,350000,12,-33.45175,-70.64447,350000,Yes
1057,37.0,39.0,Santa Lucia/ Calle Granado,350000,12,-33.4455,-70.64269,350000,Yes
1058,40.0,46.0,Eyzaguirre,350000,12,-33.45185,-70.64533,350000,Yes
1059,40.0,46.0,Metro Parque Almagro // 1D+1B,350000,12,-33.45203,-70.64683000000001,350000,Yes
1060,40.0,42.0,158.825 - Metro Ecuador,350000,12,-33.45701,-70.70296,350000,Yes
1061,45.0,48.0,Avenida Vicuña Mackenna 625,350000,12,-33.44938,-70.63181,350000,Yes
1062,35.0,35.0,San Martín 841 - Departamento 1512,350000,12,-33.43395,-70.65859,350000,Yes
1063,50.0,50.0,santo domingo 1450 - Departamento 1601,350000,12,-33.43701,-70.6576,350000,Yes
1064,38.0,38.0,Cóndor 1107 - Departamento 714,350000,12,-33.45037,-70.65077,350000,Yes
1065,40.0,43.0,Depto en Portugal /Santa Isabel,350000,12,-33.44784,-70.63519000000001,350000,Yes
1066,37.0,37.0,"Eleuterio Ramírez 780 - Eleuterio Ramírez, Santiago",350000,12,-33.448479999999996,-70.64655,350000,Yes
1067,46.0,49.0,Metro Ñuble / Jardines de Vicuña Mc.  / Diagonal Vicuña,350000,12,-33.47039,-70.62599,350000,Yes
1068,40.0,42.0,San Isidro/Curicó,350000,12,-33.44643,-70.64356,350000,Yes
1069,55.0,65.0,Metro Santa Isabel,350000,12,-33.4491,-70.63415,350000,Yes
1070,31.0,33.0,Vicuña Mackenna 2004 - Departamento 802,350000,12,-33.47039,-70.62599,350000,Yes
1071,40.0,42.0,Santa Rosa / Curico,350000,12,-33.4459,-70.6452,350000,Yes
1072,39.0,39.0,"San Isidro 337, Santiago",350000,12,-33.44828,-70.64385,350000,Yes
1073,36.0,36.0,Serrano 62,350000,12,-33.445209999999996,-70.6491,350000,Yes
1074,65.0,68.0,LORD COCHRANE 277 - Departamento 502,350000,12,-33.45008,-70.6547,350000,Yes
1075,45.0,45.0,LIRA / SANTA ISABEL / DISPONIBILIDAD INMEDIATA,350000,12,-33.447959999999995,-70.63964,350000,Yes
1076,32.0,32.0,"Santa Elena, Metro Ñuble. Depto amoblado",350000,12,-33.4656,-70.62850999999999,350000,Yes
1077,33.0,33.0,"Metro Ñuble, Amoblado",350000,12,-33.4656,-70.6285,350000,Yes
1078,37.0,37.0,Tarapaca/Metro Universidad de Chile,350000,12,-33.4471,-70.6484,350000,Yes
1079,35.0,37.0,LIRA 360,350000,12,-33.44755,-70.63929,350000,Yes
1080,50.0,53.0,REMODELADO 2D / 2B VISTA DESPEJADA. ESTACIONAMIENTO Y BODEGA  SECTOR SANTA ISABEL,350000,12,-33.44976,-70.64676,350000,Yes
1081,37.0,39.0,San Pablo/Metro Santa Ana,350000,12,-33.4343,-70.6593,350000,Yes
1082,35.0,39.0,METRO PLAZA DE ARMAS / AMOBLADO / DISPONIBILIDAD 01 DE JULIO DE 2019,350000,12,-33.436240000000005,-70.65435,350000,Yes
1083,58.0,70.0,Santo Domingo 1355,350000,12,-33.436679999999996,-70.6565,350000,Yes
1084,37.0,37.0,Morande/ entre Metro Plaza de Armas y Me,350000,12,-33.4362,-70.6543,350000,Yes
1085,55.0,57.0,portales 2895,350000,12,-33.443090000000005,-70.67532,350000,Yes
1086,50.0,52.0,"Libertad, Parque Los Reyes",350000,12,-33.4275,-70.6753,350000,Yes
1087,48.0,51.0,San Isidro / Santa Isabel,350000,12,-33.45062,-70.64287,350000,Yes
1088,46.0,49.0,Arturo Prat 1237,336000,12,-33.46145,-70.64728000000001,336000,Yes
1089,44.0,47.0,Calle San Ignacio de Loyola 952,336000,12,-33.45838,-70.65534,336000,Yes
1090,40.0,40.0,(ADM) San Pablo 1295 - Departamento 1001,350000,12,-33.43422,-70.65569,350000,Yes
1091,44.0,44.0,Carmen 368,334000,12,-33.44822,-70.64199,334000,Yes
1092,30.0,33.0,carmen 368,332500,12,-33.44822,-70.64199,332500,Yes
1093,48.0,51.0,Calle San Ignacio de Loyola 952,336000,12,-33.45838,-70.65534,336000,Yes
1094,48.0,48.0,Av. Matta/Arturo Prat,350000,12,-33.45888,-70.64702,350000,Yes
1095,30.0,33.0,carmen 368,332500,12,-33.44822,-70.64199,332500,Yes
1096,30.0,33.0,carmen 368,334000,12,-33.44822,-70.64199,334000,Yes
1097,35.0,38.0,Vicuña Mackenna 327 - Departamento 1107,330000,12,-33.44592,-70.63337,330000,Yes
1098,37.0,37.0,Carmen 368 - Departamento 819,334000,12,-33.448190000000004,-70.64171,334000,Yes
1099,30.0,33.0,carmen 368,332500,12,-33.44822,-70.64199,332500,Yes
1100,47.0,47.0,Calle San Ignacio de Loyola 952,336000,12,-33.45838,-70.65534,336000,Yes
1101,55.0,57.0,Calle San Ignacio de Loyola 952,336000,12,-33.45838,-70.65534,336000,Yes
1102,30.0,30.0,Santa Elena / Victoria,335441,12,-33.4656,-70.62850999999999,335441,Yes
1103,25.0,25.0,Metro Ñuble,335441,12,-33.46545,-70.62854,335441,Yes
1104,38.0,38.0,Huérfanos 547,335441,12,-33.43874,-70.64478000000001,335441,Yes
1105,55.0,55.0,San Francisco 335,335000,11,-33.44915,-70.64718,335000,Yes
1106,40.0,42.0,SERRANO / METRO UNIVERSIDAD DE CHILE,335000,11,-33.445209999999996,-70.6491,335000,Yes
1107,55.0,55.0,San Francisco 335,335000,11,-33.44915,-70.64718,335000,Yes
1108,30.0,33.0,carmen 368,334000,12,-33.44822,-70.64199,334000,Yes
1109,32.0,34.0,"Tucapel Jiménez 136, Impecable, Disponibilidad Inmediata",335441,12,-33.44236,-70.65942,335441,Yes
1110,43.0,46.0,Plaza de Armas - Santo Domingo/San Marti,335000,11,-33.4339,-70.6586,335000,Yes
1111,40.0,42.0,San Ignacio de Loyola 952 - Departamento piso14,330000,11,-33.45838,-70.65534,330000,Yes
1112,39.0,39.0,Huérfanos  547,335441,12,-33.43874,-70.64478000000001,335441,Yes
1113,48.0,48.0,"Avenida Santa Rosa 249, Santiago",350000,12,-33.447309999999995,-70.6455,350000,Yes
1114,41.0,43.0,Barrio Londres,350000,12,-33.4485,-70.6478,350000,Yes
1115,37.0,40.0,Parque Almagro - METRO PARQUE ALMAGRO,350000,12,-33.4522,-70.6485,350000,Yes
1116,54.0,56.0,Metro Santa Ana - Manuel Rodriguez / Gen,350000,12,-33.4344,-70.6599,350000,Yes
1117,41.0,41.0,Sector Av. Matta - CARMEN/ MANUEL ANTONI,350000,12,-33.4583,-70.6395,350000,Yes
1118,33.0,36.0,SAZIÉ / METRO REPÚBLICA,346622,12,-33.45025,-70.664,346622,Yes
1119,52.0,52.0,catedral 1330,345000,12,-33.43805,-70.65611,345000,Yes
1120,47.0,50.0,Argomedo 65,345000,12,-33.44898,-70.63284,345000,Yes
1121,47.0,50.0,Argomedo 65,345000,12,-33.44898,-70.63284,345000,Yes
1122,45.0,48.0,Avenida Portugal 755,340000,12,-33.45238,-70.63438000000001,340000,Yes
1123,33.0,39.0,Santa Isabel 77 con Parque Bustamante 77,349000,12,-33.44762,-70.63334,349000,Yes
1124,45.0,50.0,Avenida Portugal 415,349000,12,-33.44741,-70.63585,349000,Yes
