,supConstruida,terreno,title,valorCLP,valorUF,x,y,valorPesos,evaluation
3794,61.0,61.0,"DEPARTAMENTO NUEVO CANTAGALLO, LAS CONDES",590000,21,-33.38224,-70.53225,590000,Yes
3795,34.0,44.0,Las Verbenas / Padre Hurtado,580000,21,-33.3934,-70.5518,580000,Yes
3796,48.0,48.0,Metro Alcántara,550000,19,-33.415409999999994,-70.59022,550000,Yes
3797,48.0,48.0,Metro Alcántara,550000,19,-33.41485,-70.59017,550000,Yes
3798,75.0,85.0,Sebastián Elcano 1137,550000,19,-33.41975,-70.57195,550000,Yes
3799,50.0,55.0,"Sector El Golf / El Bosque Norte, Cerca Metro Tobalaba, Dpto. amoblado",550000,19,-33.41581,-70.60249,550000,Yes
3800,75.0,81.0,Cañumanqui /  Fleming,549000,19,-33.422340000000005,-70.5527,549000,Yes
3801,75.0,80.0,Lindo y cómodo departamento remodelado. Padre HurtadoSur /  Bilbao.,550000,19,-33.42615,-70.53911,550000,Yes
3802,45.0,45.0,Gran Carol Urzia / Las Carmelitas,550000,19,-33.40596,-70.55842,550000,Yes
3803,47.0,50.0,Rosario Norte - Apoquindo / Metro Manquehue,550000,19,-33.40947,-70.56995,550000,Yes
3804,82.0,90.0,"Metro Manquehue, La capitanía",550000,19,-33.411229999999996,-70.57158000000001,550000,Yes
3805,67.0,69.0,Alcantara / Av. Cristobal Colon,550000,19,-33.424279999999996,-70.58583,550000,Yes
3806,60.0,64.0,Apoquindo - Tomas Moro,550000,19,-33.4084,-70.5545,550000,Yes
3807,67.0,74.0,Las Condes / San Francisco de Asis,550000,19,-33.37227,-70.51621,550000,Yes
3808,55.0,63.0,METRO ALCANTARA/ALSACIA,550000,19,-33.413920000000005,-70.59006,550000,Yes
3809,45.0,50.0,Las Condes con Estoril,550000,19,-33.388020000000004,-70.53962,550000,Yes
3810,47.0,47.0,EL GOLF,550000,19,-33.41321,-70.59907,550000,Yes
3811,62.0,68.0,Paul Harris,550000,19,-33.41395,-70.53438,550000,Yes
3812,48.0,58.0,Fray Angelico 0,550000,19,-33.40459,-70.55622,550000,Yes
3813,45.0,55.0,Los Trigales / Av. Las Condes,550000,19,-33.40255,-70.55641,550000,Yes
3814,55.0,63.0,Barrio el Golf,550000,19,-33.41267,-70.58984,550000,Yes
3815,65.0,74.0,"Rotonda Atenas, Las Condes",550000,19,-33.42582,-70.54435,550000,Yes
3816,47.0,53.0,Av. Las Condes ; San Francisco de Asis/ Universidad del Desarrollo,545000,19,-33.371970000000005,-70.51534000000001,545000,Yes
3817,84.0,84.0,Duqueco,550000,19,-33.4286,-70.5491,550000,Yes
3818,38.0,42.0,Apoquindo / Metro Hernando de Magallanes,553478,19,-33.405879999999996,-70.55843,553478,Yes
3819,45.0,55.0,Cantagallo,553478,19,-33.37062,-70.50814,553478,Yes
3820,75.0,83.0,Tomas Moro-Flemming,553478,19,-33.42345,-70.55221999999999,553478,Yes
3821,60.0,65.0,helvecia 240,550000,19,-33.41506,-70.60304000000001,550000,Yes
3822,45.0,50.0,Apumanque Manquehue,550000,19,-33.4121,-70.5666,550000,Yes
3823,49.0,55.0,"Espectacular departamento en Los Frailes, Las Condes. LM #19-43",552529,19,-33.371970000000005,-70.51534000000001,552529,Yes
3824,50.0,56.0,Cerro el Plomo / Alonso Cordova,550000,19,-33.405840000000005,-70.57321,550000,Yes
3825,45.0,47.0,Las Condes / Las Carmelitas,550000,19,-33.40603,-70.55853,550000,Yes
3826,70.0,76.0,Sebastián Elcano 950,550000,19,-33.41793,-70.5719,550000,Yes
3827,42.0,42.0,DEPARTAMENTO AMOBLADO - METRO HERNANDO DE MAGALLANES,550000,19,-33.40586,-70.55829,550000,Yes
3828,76.0,82.0,HERNANDO DE MAGALLANES  / BILBAO,550000,19,-33.43018,-70.56359,550000,Yes
3829,70.0,73.0,Americo Vespucio casi con Colon,550000,19,-33.424490000000006,-70.57866999999999,550000,Yes
3830,40.0,45.0,AMOBLADO que INCLUYE ESTACIONAMIENTO y bodega!! ubicado a pasos de METRO ESCUELA MILITAR Y ALCÁNTARA,549999,19,-33.41338,-70.58652,549999,Yes
3831,45.0,45.0,Estadio Italiano,550000,19,-33.40563,-70.55767,550000,Yes
3832,45.0,45.0,MALAGA - DEPARTAMENTO NUEVO!!! A ESTRENAR - SIN MUEBLES - METRO ALCÁNTARA,550000,19,-33.415620000000004,-70.58724000000001,550000,Yes
3833,82.0,90.0,"Metro Manquehue, La capitanía",550000,19,-33.411229999999996,-70.57158000000001,550000,Yes
3834,50.0,50.0,metro Manquehue,550000,19,-33.40465,-70.5684,550000,Yes
3835,49.0,55.0,"Hermoso 1D y 1B en Los Frailes, Las Condes. MLS #19-43",551098,19,-33.371970000000005,-70.51534000000001,551098,Yes
3836,56.0,66.0,Helvecia  240  - Departamento 1202,550000,19,-33.41506,-70.60304000000001,550000,Yes
3837,70.0,70.0,helvecia 209,550000,19,-33.41525,-70.60226999999999,550000,Yes
3838,70.0,70.0,DPTO LAS CONDES 2.5 D 1B - Robinson Crusoe 1155,550000,19,-33.419540000000005,-70.55611,550000,Yes
3839,43.0,49.0,Alonso de Córdova / Cerro El Plomo,550000,19,-33.40632,-70.57463,550000,Yes
3840,70.0,73.0,Colón - Martin de Zamora/ Americo Vespuc,550000,19,-33.4218,-70.5805,550000,Yes
3841,85.0,90.0,Martin Alonso Pinzon Colon,550000,19,-33.4209,-70.5725,550000,Yes
3842,60.0,67.0,"Apoquindo,Alcantara,Presidente Riesco.",550000,19,-33.4145,-70.5899,550000,Yes
3843,45.0,45.0,LAS TRINITARIAS 7023,550000,19,-33.40483,-70.55917,550000,Yes
3844,80.0,100.0,LA CABAÑA 123 / AV. LAS CONDES,550000,19,-33.3719,-70.5129,550000,Yes
3845,50.0,50.0,Presidente Riesco 2900,550000,19,-33.411840000000005,-70.60153000000001,550000,Yes
3846,39.0,47.0,Escuela Militar,550000,19,-33.4145,-70.5846,550000,Yes
3847,52.0,60.0,EL BOSQUE / VITACURA,550000,19,-33.4149,-70.6031,550000,Yes
3848,86.0,90.0,Tadeo Reyes / Colon,550000,19,-33.4245,-70.5768,550000,Yes
3849,44.0,50.0,Centro Financiero de Santiago - Encomend,550000,19,-33.4152,-70.6027,550000,Yes
3850,36.0,41.0,Los Militares - Escuela Militar,550000,19,-33.4123,-70.5816,550000,Yes
3851,36.0,44.0,Costado Clínica Las Condes,549000,19,-33.3833,-70.5311,549000,Yes
3852,51.0,59.0,Carol Urzúa Tavelli,540000,19,-33.405609999999996,-70.55738000000001,540000,Yes
3853,65.0,130.0,Metro El Golf,535000,19,-33.41512,-70.60058000000001,535000,Yes
3854,60.0,70.0,Américo Vespucio Norte 22 - Departamento 2510,540000,19,-33.4135,-70.58556999999999,540000,Yes
3855,75.0,75.0,Rotonda Atenas,540000,19,-33.41984,-70.55476999999999,540000,Yes
3856,56.0,60.0,"A media cuadra Metro Escuela Militar, Las Condes",540000,19,-33.41426,-70.58117,540000,Yes
3857,49.0,59.0,"Las Verbenas 8055, Las Condes",540000,19,-33.398790000000005,-70.55273000000001,540000,Yes
3858,50.0,50.0,leonardo da vinci 7346,540000,19,-33.40408,-70.55514000000001,540000,Yes
3859,57.0,57.0,A  dos  cuadras de Metro Hernando de Magallanes.  Las Condes,540000,19,-33.40652,-70.55815,540000,Yes
3860,80.0,85.0,AV. LAS CONDES / LA CABAÑA,580000,20,-33.37161,-70.51273,580000,Yes
3861,50.0,56.0,La Gloria con Apoquindo - Metro Escuela militar y Manquehue,560000,20,-33.40975,-70.57677,560000,Yes
3862,60.0,69.0,El Bosque / Ebro,580000,20,-33.41506,-70.60304000000001,580000,Yes
3863,42.0,48.0,Estoril,580000,20,-33.38415,-70.53284000000001,580000,Yes
3864,49.0,58.0,Las Verbenas 8055 / Box y Bodega,540000,19,-33.39898,-70.55288,540000,Yes
3865,58.0,82.0,Metro Hernando de Magallanes/Av. Las Con,580000,20,-33.404,-70.5556,580000,Yes
3866,62.0,72.0,San Sebastián 2711,580000,20,-33.41643,-70.60203,580000,Yes
3867,60.0,60.0,Leonardo Da Vinci,580000,20,-33.4041,-70.5551,580000,Yes
3868,72.0,80.0,Av. Colón  / H. de Magallanes,580000,20,-33.41538,-70.56003,580000,Yes
3869,68.0,75.0,Martin de Zamora / Hernando de Magallanes,580000,20,-33.41538,-70.56003,580000,Yes
3870,70.0,82.0,Av las condes con tiziano,580000,20,-33.404,-70.5558,580000,Yes
3871,76.0,82.0,AV LAS CONDES,580000,20,-33.3716,-70.5127,580000,Yes
3872,90.0,90.0,Tobalaba / Apoquindo,580000,20,-33.4183,-70.6012,580000,Yes
3873,58.0,70.0,Tiziano / Av. Las Condes,580000,20,-33.4042,-70.5553,580000,Yes
3874,49.0,56.0,Mall Sport - Canta Gallo,580000,20,-33.3721,-70.5156,580000,Yes
3875,60.0,72.0,Metro Colon,580000,20,-33.42068,-70.57419,580000,Yes
3876,60.0,64.0,Robinson Crusoe 1155,580000,20,-33.419540000000005,-70.55611,580000,Yes
3877,69.0,82.0,Martín Alonso Pinzón - Manquehue/Alonso,580000,20,-33.42,-70.5635,580000,Yes
3878,45.0,50.0,"El Golf, amoblado 1D, a lado de hotel W.",580000,20,-33.4129,-70.599,580000,Yes
3879,68.0,68.0,Manquehue /Alonso Camargo/ Colon,580000,20,-33.420429999999996,-70.56416999999999,580000,Yes
3880,60.0,63.0,Helvecia - Av Vitacura,580000,20,-33.415,-70.603,580000,Yes
3881,58.0,70.0,METRO HERNANDO DE MAGALLANES / LOFT AMOBLADO / DISPONIBLE A PARTIR 19 DE JULIO,580000,20,-33.40405,-70.55575999999999,580000,Yes
3882,76.0,76.0,Warren Smith,580000,20,-33.40867,-70.57540999999999,580000,Yes
3883,60.0,65.0,Bello Horizonte - Colón,580000,20,-33.41551,-70.56196,580000,Yes
3884,50.0,55.0,Presidente Riesco / Luz / Barrio El Golf,580000,20,-33.411970000000004,-70.60152,580000,Yes
3885,58.0,70.0,Metro Hernándo de Magallanes,580000,20,-33.4083,-70.5564,580000,Yes
3886,43.0,51.0,Los Militares  -  Manquehue -  Parque Araucano,580000,20,-33.40545,-70.5695,580000,Yes
3887,58.0,70.0,Tiziano / Av. Las Condes / Metro Hernando de Magallanes,580000,20,-33.40405,-70.55575999999999,580000,Yes
3888,58.0,70.0,Tiziano / Av. Las Condes,580000,20,-33.40405,-70.55575999999999,580000,Yes
3889,58.0,70.0,Tiziano / Av. Las Condes,579998,20,-33.40405,-70.55575999999999,579998,Yes
3890,52.0,54.0,Club Manquehue - Mall Parque Arauco / Ma,575000,20,-33.3986,-70.5728,575000,Yes
3891,57.0,63.0,Metro Manquehue/Nueva Las Condes,570000,20,-33.40765,-70.57493000000001,570000,Yes
3892,54.0,54.0,KENNEDY,575000,20,-33.39891,-70.57263,575000,Yes
3893,42.0,48.0,LO FONTECILLA / AV. LAS CONDES,580000,20,-33.3833,-70.5311,580000,Yes
3894,39.0,49.0,ESTORIL,570000,20,-33.389720000000004,-70.5384,570000,Yes
3895,85.0,87.0,Neveria 4822,570000,20,-33.41366,-70.57840999999999,570000,Yes
3896,70.0,70.0,La Capitanía 171 - Departamento 104,570000,20,-33.41154,-70.57195,570000,Yes
3897,54.0,54.0,Kennedy / Manquehue,570000,20,-33.39947,-70.57346,570000,Yes
3898,98.0,114.0,"DISPONIBILIDAD INMEDIATA, MANQUEHUE SUR",573045,20,-33.419290000000004,-70.56404,573045,Yes
3899,70.0,70.0,Colón / Domingo Bondi,570000,20,-33.4172,-70.5687,570000,Yes
3900,40.0,40.0,Málaga 79 - piso 16 - LADO METRO ALCANTARA,570000,20,-33.41563,-70.58726,570000,Yes
3901,66.0,71.0,Hermoso dpto calle BELLO HORIZONTE / MARTIN DE ZAMORA,570000,20,-33.41551,-70.56196,570000,Yes
3902,54.0,54.0,Kennedy / Manquehue,570000,20,-33.39947,-70.57346,570000,Yes
3903,70.0,75.0,Manquehue - Avenida Cristobal Colón,570000,20,-33.417320000000004,-70.56708,570000,Yes
3904,60.0,65.0,metro escuela militar / la gloria 30,570000,20,-33.410790000000006,-70.57674,570000,Yes
3905,58.0,65.0,Cerca de Alto las condes - Estadio Irrae,550000,19,-33.3978,-70.5484,550000,Yes
3906,42.0,42.0,ESTADIO ITALIANO,550000,19,-33.40735,-70.56059,550000,Yes
3907,35.0,36.0,Metro Hernando de Magallanes / Estadio I,550000,19,-33.4059,-70.5583,550000,Yes
3908,45.0,45.0,LAS CARMELITAS,550000,19,-33.4061,-70.5588,550000,Yes
3909,60.0,68.0,"Callao, Metro El Golf y Tobalaba,",550000,19,-33.4192,-70.5969,550000,Yes
3910,46.0,58.0,Av. Las Condes,550000,19,-33.3738,-70.5135,550000,Yes
3911,50.0,50.0,Hamlet,550000,19,-33.41243,-70.58723,550000,Yes
3912,50.0,50.0,Hamlet / Las Torcazas,550000,19,-33.4124,-70.5894,550000,Yes
3913,45.0,45.0,Mall Parque Arauco,552000,19,-33.396370000000005,-70.56551,552000,Yes
3914,40.0,45.0,METRO / ENTREGA INMEDIATA / EL GOLF,550000,19,-33.4135,-70.58545,550000,Yes
3915,40.0,40.0,Metro Manquehue,550000,19,-33.406890000000004,-70.56504,550000,Yes
3916,63.0,71.0,Fray Angelico / Avda las Condes,555000,19,-33.4045,-70.5558,555000,Yes
3917,34.0,49.0,Escuela Militar,550000,19,-33.413540000000005,-70.58617,550000,Yes
3918,66.0,56.0,Metro Escuela Millitar - Evaristo Lillo,554875,19,-33.4141,-70.5818,554875,Yes
3919,45.0,49.0,Metro Manquehue,550000,19,-33.41144,-70.5668,550000,Yes
3920,80.0,90.0,Martín Alonso Pinzón / Américo Vespucio,550000,19,-33.42367,-70.5757,550000,Yes
3921,45.0,50.0,METRO ESCUELA MILITAR - VESPUCIO - AMOBADO,550000,19,-33.4135,-70.58545,550000,Yes
3922,55.0,55.0,Helvecia 240,550000,19,-33.41496,-70.60298,550000,Yes
3923,44.0,52.0,Alsacia / san francisco de asis,550000,19,-33.41292,-70.58989,550000,Yes
3924,45.0,48.0,METRO ALCÁNTARA / EL GOLF / NEW,550000,20,-33.41357,-70.58811999999999,550000,Yes
3925,45.0,65.0,sector el bosque  norte,550000,19,-33.415890000000005,-70.60233000000001,550000,Yes
3926,76.0,81.0,Hermoso Departamento 2 Dormitorios. Manquehue Sur/ Alonso de Camargo,570000,20,-33.421409999999995,-70.56463000000001,570000,Yes
3927,60.0,60.0,APOQUINDO / EVARISTO LILLO,570000,20,-33.41414,-70.58176,570000,Yes
3928,33.0,37.0,Kennedy con Manquehue,550000,20,-33.40033,-70.50269,550000,Yes
3929,60.0,65.0,Rotonda Atenas - Martín Alonso Piinzón,570000,20,-33.419979999999995,-70.55431,570000,Yes
3930,76.0,80.0,Helvecia - Isidora Goyenechea - Av. El Bosque Norte,565000,20,-33.41485,-70.60292,565000,Yes
3931,42.0,42.0,ESTADIO ITALIANO,550000,20,-33.40793,-70.56042,550000,Yes
3932,70.0,75.0,Ebro / Vitacura,565000,20,-33.4151,-70.603,565000,Yes
3933,76.0,80.0,Helvecia - Isidora Goyenechea,565000,20,-33.415209999999995,-70.6031,565000,Yes
3934,50.0,104.0,Apoquindo Ote. / Constancio Vigil,560000,20,-33.40826,-70.5594,560000,Yes
3935,76.0,84.0,Helvecia/Vitacura,565000,20,-33.415,-70.603,565000,Yes
3936,43.0,55.0,METRO ESCUELA MILITAR // AMOBLADO,550000,20,-33.41369,-70.58213,550000,Yes
3937,50.0,60.0,Avenida Presidente Kennedy / Avenida Manquehue,560000,20,-33.39891,-70.57263,560000,Yes
3938,45.0,50.0,Sector Carol Urzua - Las Carmelitas,560000,20,-33.40681,-70.559,560000,Yes
3939,39.0,48.0,Arriendo Hermoso dpto  AMPLIO  AMOBLADO,559068,20,-33.40328,-70.55509,559068,Yes
3940,39.0,47.0,Rafael Sanzio 77,559068,20,-33.40328,-70.55509,559068,Yes
3941,35.0,41.0,las verbenas 8669,559068,20,-33.39465,-70.54839,559068,Yes
3942,60.0,67.0,O'connell #70  Las Condes - Departamento 1401,559068,20,-33.405440000000006,-70.56951,559068,Yes
3943,39.0,45.0,Las Verbenas 8669,559068,20,-33.39465,-70.54839,559068,Yes
3944,39.0,48.0,Tiziano  56,559068,20,-33.40405,-70.55575999999999,559068,Yes
3945,38.0,38.0,Impecable y funcional loft en pleno sector El Golf,559068,20,-33.413509999999995,-70.59628000000001,559068,Yes
3946,45.0,50.0,SECTOR METRO H. MAGALLANES- E. ITALIANO-,550000,19,-33.4059,-70.5583,550000,Yes
3947,45.0,50.0,Presidente Riesco / El Dante,550000,19,-33.41127,-70.58905,550000,Yes
3948,45.0,50.0,Alsacia Metro Alcántara,550000,19,-33.4127,-70.592,550000,Yes
3949,60.0,60.0,Metro Escuela Militar,550000,19,-33.4212,-70.5803,550000,Yes
3950,55.0,60.0,juan montalvo / Las condes,550000,19,-33.406729999999996,-70.56000999999999,550000,Yes
3951,70.0,70.0,Alcantara  / Martin de Zamora,550000,19,-33.42318,-70.58651,550000,Yes
3952,45.0,45.0,ALSACIA / SAN FRANCISCO DE ASIS,550000,19,-33.4126,-70.59,550000,Yes
3953,50.0,55.0,CERRO COLORADO-PARQUE ARAUCANO - MINIMALISTA- C NUEVO,550000,19,-33.40051,-70.57146999999999,550000,Yes
3954,60.0,60.0,Edificio,550000,19,-33.39918,-70.57361,550000,Yes
3955,41.0,45.0,"Departamento en Edificio Next, Las Condes",550000,19,-33.400040000000004,-70.55393000000001,550000,Yes
3956,62.0,68.0,FELIX DE AMESTI /  MARTIN DE ZAMORA,550000,19,-33.42111,-70.57748000000001,550000,Yes
3957,45.0,45.0,Carol Urzúa / Av. Apoquindo,550000,19,-33.4059,-70.5577,550000,Yes
3958,38.0,42.0,manquehue sur  / apoquindo,550000,19,-33.411590000000004,-70.56668,550000,Yes
3959,35.0,40.0,Manquehue / El Director,550000,19,-33.4121,-70.5666,550000,Yes
3960,45.0,50.0,Sector Metro Magallanes- Las condes - Amoblado!!,550000,19,-33.40781,-70.55870999999999,550000,Yes
3961,54.0,59.0,AVENIDA LAS CONDES / GRAL CAROL URZUA,550000,19,-33.40455,-70.55703000000001,550000,Yes
3962,35.0,37.0,"Hermoso Departamento 1 Dormitorio, 1 baño, Estacionamiento",550000,19,-33.40596,-70.55842,550000,Yes
3963,65.0,71.0,METRO ESCUELA MILITAR,550000,19,-33.41154,-70.58808,550000,Yes
3964,45.0,45.0,AV LAS CONDES / METRO HERNANDO MAGALLANE,550000,19,-33.406,-70.5584,550000,Yes
3965,39.0,47.0,158.717 - Escuela Militar,550000,19,-33.41431,-70.58468,550000,Yes
3966,58.0,60.0,Metro Hernando de Magallanes - Hernando,550000,19,-33.4076,-70.5562,550000,Yes
3967,45.0,50.0,Escandinavia 435,500000,18,-33.40491,-70.56624000000001,500000,Yes
3968,40.0,40.0,a Pasos Metro Los Dominicos,500000,18,-33.40869,-70.54916,500000,Yes
3969,40.0,50.0,ALSACIA  / PDTE RIESCO,500000,18,-33.40033,-70.50269,500000,Yes
3970,52.0,52.0,EL DANTE  / PDTE RIESCO,500000,18,-33.41132,-70.58724000000001,500000,Yes
3971,60.0,64.0,HAMLET 4275,500000,18,-33.41239,-70.58724000000001,500000,Yes
3972,40.0,44.0,Metro Escuela Militar,500000,18,-33.4135,-70.5854,500000,Yes
3973,40.0,48.0,alsacia / PDTE RIESCO,500000,18,-33.41169,-70.58874,500000,Yes
3974,46.0,56.0,Las Condes / San Francisco de Asis,503162,18,-33.371970000000005,-70.51534000000001,503162,Yes
3975,40.0,47.0,Rafael Sanzio/Donatello,503162,18,-33.4033,-70.5551,503162,Yes
3976,30.0,35.0,Estoril/Las Condes,503162,18,-33.3833,-70.5311,503162,Yes
3977,40.0,45.0,EXCELENTE DEPARTAMENTO EN LAS VERBENAS,500000,17,-33.39535,-70.54975,500000,Yes
3978,70.0,93.0,Augusto Leguía Norte 191,503162,18,-33.413540000000005,-70.59761999999999,503162,Yes
3979,40.0,45.0,"Metro Manquehue,/ Rosario Sur",500000,18,-33.41103,-70.56804,500000,Yes
3980,40.0,45.0,"Metro Manquehue,/ Rosario Sur",500000,17,-33.41103,-70.56804,500000,Yes
3981,70.0,70.0,Colegio Verbo Divino,500000,17,-33.4202,-70.5899,500000,Yes
3982,70.0,75.0,Colón / Félix de Amesti,500000,17,-33.42203,-70.57788000000001,500000,Yes
3983,57.0,65.0,Las Malvas / Manquehue Sur,500000,17,-33.4133,-70.5667,500000,Yes
3984,51.0,54.0,APOQUINDO - JORGE VI - TRES CUADRAS DE METRO MANQUEHUE,500000,17,-33.41155,-70.57358,500000,Yes
3985,48.0,56.0,FULL AMOBLADO ALONSO DE CORDOVA- FRENTE AL PARQUE ARAUCANO,500000,17,-33.4059,-70.5789,500000,Yes
3986,50.0,60.0,NUEVO- METRO HERNANDO DE MAGALLANES- TAVELLI,500000,17,-33.405809999999995,-70.55766,500000,Yes
3987,50.0,60.0,NUEVO- METRO HERNANDO DE MAGALLANES- TAVELLI,500000,17,-33.405809999999995,-70.55766,500000,Yes
3988,45.0,50.0,METRO ESCUELA MILITAR,500000,17,-33.411970000000004,-70.58119,500000,Yes
3989,46.0,50.0,ROSARIO NORTE / METRO MANQUEHUE,540000,19,-33.4095,-70.5705,540000,Yes
3990,45.0,58.0,CALLAO / ENRIQUE FOSTER SUR,500000,17,-33.41826,-70.59447,500000,Yes
3991,70.0,72.0,Neveria 5160 - Departamento 66,530000,19,-33.41245,-70.57435,530000,Yes
3992,78.0,83.0,Pontevedra/ Colón,540000,19,-33.4185,-70.5573,540000,Yes
3993,48.0,63.0,Las Condes 9560,520000,19,-33.38842,-70.54312,520000,Yes
3994,43.0,50.0,Cerro Colorado / Parque Araucano,530000,19,-33.40068,-70.57157,530000,Yes
3995,70.0,75.0,Las Condes,532792,19,-33.3903,-70.541,532792,Yes
3996,70.0,75.0,Fleming / Padre Hurtado,530000,19,-33.4262,-70.5391,530000,Yes
3997,70.0,75.0,Las Condes,532792,19,-33.3903,-70.541,532792,Yes
3998,41.0,41.0,AV. LAS CONDES / LAS TRANQUERAS,530000,19,-33.4011,-70.5551,530000,Yes
3999,70.0,76.0,Las Verbenas 9000,530000,19,-33.39245,-70.54523,530000,Yes
4000,42.0,42.0,Avenida Callao,531115,19,-33.417759999999994,-70.59215,531115,Yes
4001,55.0,65.0,roger de flor / Carmencita 2000,528000,19,-33.41667,-70.60070999999999,528000,Yes
4002,43.0,43.0,Vicatura / Bosque Norte,531115,19,-33.4151,-70.6043,531115,Yes
4003,70.0,83.0,versalles  / Callao,530000,18,-33.41967,-70.59776,530000,Yes
4004,60.0,60.0,Evaristo Lillo/Escuela Militar,530000,18,-33.41414,-70.58176,530000,Yes
4005,45.0,50.0,Metro Escuela Militar,530000,18,-33.4118,-70.58036,530000,Yes
4006,45.0,52.0,San Sebastián entre El Bosque y Encomenderos,525000,18,-33.41643,-70.60203,525000,Yes
4007,60.0,70.0,Metro Escuela Militar,530000,18,-33.41359,-70.58548,530000,Yes
4008,70.0,75.0,Martín de Zamora 5829 - Departamento 44,530000,18,-33.41564,-70.56763000000001,530000,Yes
4009,40.0,40.0,EL GOLF,530000,18,-33.4186,-70.5979,530000,Yes
4010,70.0,70.0,Víctor Rae 4740 - Departamento 505,530000,18,-33.43092,-70.57212,530000,Yes
4011,38.0,42.0,APOQUINDO / LA GLORIA,520000,18,-33.41084,-70.5764,520000,Yes
4012,60.0,63.0,FELIX DE AMESTI CON CRISTOBAL COLÒN,520000,18,-33.421209999999995,-70.57666,520000,Yes
4013,80.0,80.0,"MA - DIPRECA, Olga Norte/Vital Apoquindo",520000,18,-33.419,-70.5312,520000,Yes
4014,35.0,40.0,Centro Financiero de Santiago - San Seba,530000,18,-33.4167,-70.6024,530000,Yes
4015,43.0,55.0,Av. Las Condes/Estoril,520000,18,-33.3884,-70.54,520000,Yes
4016,52.0,61.0,Metro Tobalaba,520000,18,-33.41506,-70.60304000000001,520000,Yes
4017,40.0,50.0,Los Dominicos,517138,18,-33.4094,-70.5451,517138,Yes
4018,45.0,45.0,A PASOS DE  MALL ALTO LAS CONDES!,515000,18,-33.39457,-70.54841,515000,Yes
4019,85.0,94.0,Colon - Sebastian Elcano / Bali Hai,515000,18,-33.418409999999994,-70.57131,515000,Yes
4020,56.0,60.0,Fray Montalva / Avda. Las Condes (Mall S,517138,18,-33.3715,-70.5097,517138,Yes
4021,45.0,49.0,Los trigales  7887,514343,18,-33.3998,-70.55573000000001,514343,Yes
4022,65.0,65.0,El Director 5963,510000,18,-33.412659999999995,-70.56665,510000,Yes
4023,45.0,45.0,Av Las Condes / Fray Angelico VISITAS AL 93061544,510000,18,-33.40459,-70.55622,510000,Yes
4024,36.0,40.0,TOBALABA / MARTIN DE ZAMORA,509032,18,-33.4246,-70.59293000000001,509032,Yes
4025,45.0,45.0,Leonardo Da Vinci  7346,510000,18,-33.40408,-70.55514000000001,510000,Yes
4026,50.0,60.0,Noruega / Apoquindo,500000,18,-33.40469,-70.56589,500000,Yes
4027,42.0,48.0,Estoril / Lo Fontecilla / Clinica las Condes,500000,18,-33.3849,-70.53044,500000,Yes
4028,42.0,48.0,Lo Fontecilla 247,500000,18,-33.38321,-70.53135999999999,500000,Yes
4029,40.0,40.0,"LAS CONDES, NUEVO..!!! cercano a Clínica las Condes, Sodimac, Colegios y Comercio.",500000,18,-33.38325,-70.53112,500000,Yes
4030,35.0,40.0,AMOBLADO en Escuela Militar,500000,18,-33.4135,-70.58545,500000,Yes
4031,37.0,44.0,Metro Escuela Militar,500000,18,-33.4135,-70.58545,500000,Yes
4032,38.0,42.0,ROGER DE FLOR  / CARMENCITA,500000,18,-33.41665,-70.59959,500000,Yes
4033,37.0,44.0,Metro Escuela Militar,500000,18,-33.4135,-70.58545,500000,Yes
4034,65.0,71.0,Pontevedra 1112 - Departamento 54,500000,17,-33.41879,-70.55745,500000,Yes
4035,35.0,45.0,Hamlet/Las Torcazas,500000,17,-33.4124,-70.5872,500000,Yes
4036,42.0,42.0,Avenida El Bosque Norte / Roger de Flor,500000,17,-33.41668,-70.59944,500000,Yes
4037,30.0,30.0,SECTOR AUGUSTO LEGUIA SUR- METRO GOLF,530000,18,-33.4186,-70.5979,530000,Yes
4038,45.0,45.0,El Dante / Presidente Riesco,530000,18,-33.4115,-70.5903,530000,Yes
4039,40.0,40.0,Avenida Manquehue Sur 555,500000,17,-33.41146,-70.56679,500000,Yes
4040,45.0,55.0,"SIN MUEBLES y de GRAN PORTE  en EDIFICIO MODERNO, con ESTACIONAMIENTO y bodega",500000,17,-33.4128,-70.58861,500000,Yes
4041,44.0,49.0,METRO MANQUEHUE (T),530000,18,-33.41989,-70.56442,530000,Yes
4042,33.0,33.0,Clínica Las Condes,530000,18,-33.3838,-70.5307,530000,Yes
4043,42.0,42.0,El Golf,500000,17,-33.4181,-70.6009,500000,Yes
4044,50.0,62.0,General Carol Urzúa 00 - Departamento 00,500000,17,-33.40596,-70.55755,500000,Yes
4045,46.0,55.0,Metro Bilbao,500000,17,-33.40033,-70.50269,500000,Yes
4046,41.0,45.0,callao / augusto leguia,500000,17,-33.41915,-70.59680999999999,500000,Yes
4047,51.0,120.0,"Las Arañas, Metro Príncipe de Gales",500000,17,-33.43187,-70.5725,500000,Yes
4048,63.0,63.0,vital apoquindo 1055,500000,17,-33.4163,-70.53017,500000,Yes
4049,44.0,50.0,Roger de Flor/ El Bosque,500000,17,-33.41668,-70.59944,500000,Yes
4050,40.0,40.0,Hamlet Las Torcazas,500000,17,-33.412209999999995,-70.58845,500000,Yes
